iNextEst.size_based.Assemblage	iNextEst.size_based.m	iNextEst.size_based.Method	iNextEst.size_based.Order.q	iNextEst.size_based.qD	iNextEst.size_based.qD.LCL	iNextEst.size_based.qD.UCL	iNextEst.size_based.SC	iNextEst.size_based.SC.LCL	iNextEst.size_based.SC.UCL	iNextEst.coverage_based.Assemblage	iNextEst.coverage_based.SC	iNextEst.coverage_based.m	iNextEst.coverage_based.Method	iNextEst.coverage_based.Order.q	iNextEst.coverage_based.qD	iNextEst.coverage_based.qD.LCL	iNextEst.coverage_based.qD.UCL
Assemblage1	1	Rarefaction	1	1	1	1	0.00393942956143989	0.00387959103342792	0.00399926808945186	Assemblage1	0.00393946054748884	1	Rarefaction	1	1.00000789055976	0.988205866444897	1.01180991467462
Assemblage1	352	Rarefaction	1	215.860524916529	215.22338972888	216.497660104179	0.3828025790849	0.381545295996906	0.384059862172893	Assemblage1	0.382802574016446	352	Rarefaction	1	215.860520124665	214.330107018331	217.390933231
Assemblage1	703	Rarefaction	1	335.990567473523	334.825083588966	337.156051358079	0.505831543059138	0.504285174967657	0.507377911150619	Assemblage1	0.505831540570346	703	Rarefaction	1	335.990564924086	333.570176088064	338.410953760108
Assemblage1	1055	Rarefaction	1	419.957090049535	418.353820942166	421.560359156904	0.582094892458845	0.580700798515891	0.583488986401799	Assemblage1	0.582094893309469	1055	Rarefaction	1	419.957091181867	417.092318558869	422.821863804865
Assemblage1	1406	Rarefaction	1	483.280912401728	481.311106699393	485.250718104063	0.635560311379576	0.634432006798427	0.636688615960725	Assemblage1	0.635560308148239	1406	Rarefaction	1	483.280908481101	480.192324880346	486.369492081857
Assemblage1	1757	Rarefaction	1	533.534345830875	531.256430634339	535.812261027411	0.675841718837399	0.674954488321389	0.676728949353408	Assemblage1	0.675841716783215	1757	Rarefaction	1	533.534343102194	530.316193508332	536.752492696056
Assemblage1	2109	Rarefaction	1	574.826520909248	572.288192881954	577.364848936542	0.707673293453346	0.706954484102004	0.708392102804689	Assemblage1	0.707673293593081	2109	Rarefaction	1	574.826521159886	571.518796264835	578.134246054936
Assemblage1	2460	Rarefaction	1	609.365560576292	606.607112326597	612.124008825987	0.733514379234452	0.732878480773824	0.734150277695079	Assemblage1	0.73351438072541	2460	Rarefaction	1	609.365562688724	605.983837842508	612.74728753494
Assemblage1	2811	Rarefaction	1	638.872462977547	635.925946007073	641.818979948021	0.755082657068553	0.754459291827536	0.755706022309571	Assemblage1	0.75508265884008	2811	Rarefaction	1	638.872465439418	635.42054601682	642.324384862015
Assemblage1	3163	Rarefaction	1	664.511353974628	661.402344990346	667.62036295891	0.773480035648101	0.772828338037741	0.774131733258461	Assemblage1	0.773480036802459	3163	Rarefaction	1	664.511355577612	660.988309127428	668.034402027797
Assemblage1	3514	Rarefaction	1	686.923189706573	683.67334684376	690.173032569386	0.78932259190195	0.788627487401953	0.790017696401948	Assemblage1	0.789322592675008	3514	Rarefaction	1	686.923190776212	683.327567576397	690.518813976026
Assemblage1	3865	Rarefaction	1	706.765895286145	703.39255052424	710.13924004805	0.80317647042089	0.802437333421802	0.803915607419977	Assemblage1	0.80317647178625	3865	Rarefaction	1	706.765897354308	703.09677959882	710.435015109796
Assemblage1	4217	Rarefaction	1	724.527200578477	721.044360879931	728.010040277022	0.815447823852153	0.814670324484683	0.816225323219623	Assemblage1	0.815447822595391	4217	Rarefaction	1	724.52719875053	720.784774571844	728.269622929216
Assemblage1	4568	Rarefaction	1	740.447930153736	736.867815862007	744.028044445464	0.826348366748121	0.825540530488758	0.827156203007484	Assemblage1	0.826348366681811	4568	Rarefaction	1	740.447930069654	736.634138984159	744.26172115515
Assemblage1	4919	Rarefaction	1	754.850443758887	751.183033134238	758.517854383536	0.836131169137001	0.835301063650343	0.836961274623658	Assemblage1	0.836131169994148	4919	Rarefaction	1	754.850445022731	750.968103032771	758.732787012691
Assemblage1	5271	Rarefaction	1	767.986131673883	764.239659195562	771.732604152203	0.844989801889869	0.844144792235275	0.845834811544464	Assemblage1	0.844989801478967	5271	Rarefaction	1	767.986131108692	764.038671200784	771.9335910166
Assemblage1	5622	Rarefaction	1	779.956106597116	776.138021094227	783.774192100006	0.853009638473808	0.852156206926614	0.853863070021003	Assemblage1	0.853009636595693	5622	Rarefaction	1	779.95610375963	775.947850991579	783.964356527682
