Subrepertoire	Sample	TCRa_reads	Observation_type	Shannon_diversity	Coverage
Ctsl-independent	30903b-045	25724	Rarefaction	563.828822887571	0.974624945716562
Ctsl-independent	30903b-045	26037	Rarefaction	564.239669217838	0.974985689943514
Ctsl-independent	30903b-045	26351	Rarefaction	564.643199472791	0.97533918704701
Ctsl-independent	30903b-045	26665	Rarefaction	565.038357455015	0.975684540350706
Ctsl-independent	30903b-045	26978	Rarefaction	565.424182359172	0.97602094578045
Ctsl-independent	30903b-045	27292	Rarefaction	565.803387514562	0.976350800106873
Ctsl-independent	30903b-045	27606	Rarefaction	566.174965850931	0.976673253976853
Ctsl-independent	30903b-045	27920	Rarefaction	566.539146373975	0.976988535727132
Ctsl-independent	30903b-045	28233	Rarefaction	566.895023146405	0.977295893488372
Ctsl-independent	30903b-045	28547	Rarefaction	567.245080586977	0.977597501311297
Ctsl-independent	30903b-045	28861	Rarefaction	567.588373463912	0.977892568742919
Ctsl-independent	30903b-045	29174	Rarefaction	567.924034586237	0.978180380844575
Ctsl-independent	30903b-045	29488	Rarefaction	568.254395938471	0.978462963419753
Ctsl-independent	30903b-045	29802	Rarefaction	568.578555331213	0.978739567117406
Ctsl-independent	30903b-045	30115	Rarefaction	568.895682701325	0.979009511980535
Ctsl-independent	30903b-045	30429	Rarefaction	569.207971304665	0.979274689445505
Ctsl-independent	30903b-045	30743	Rarefaction	569.514559649422	0.979534388760158
Ctsl-independent	30903b-045	31056	Rarefaction	569.81465293686	0.979787963082701
Ctsl-independent	30903b-045	31370	Rarefaction	570.110317892325	0.980037181656599
Ctsl-independent	30903b-045	31684	Rarefaction	570.400731399065	0.980281369987611
Ctsl-independent	30903b-045	31998	Rarefaction	570.686032708897	0.980520666963879
Ctsl-independent	30903b-045	32311	Rarefaction	570.965471117383	0.980754467062486
Ctsl-independent	30903b-045	32625	Rarefaction	571.24096145923	0.98098439317921
Ctsl-independent	30903b-045	32939	Rarefaction	571.511728313269	0.981209815686861
Ctsl-independent	30903b-045	33252	Rarefaction	571.77705214518	0.981430157997069
Ctsl-independent	30903b-045	33566	Rarefaction	572.038744674703	0.981646944167207
Ctsl-independent	30903b-045	33880	Rarefaction	572.296063980818	0.981859575803184
Ctsl-independent	30903b-045	34193	Rarefaction	572.548319834797	0.982067503615072
Ctsl-independent	30903b-045	34507	Rarefaction	572.797229329265	0.982272161029012
Ctsl-independent	30903b-045	34821	Rarefaction	573.042081867018	0.982472978966468
Ctsl-independent	30903b-045	35135	Rarefaction	573.282976101905	0.982670055680434
Ctsl-independent	30903b-045	35448	Rarefaction	573.519258920176	0.982862875912888
Ctsl-independent	30903b-045	35762	Rarefaction	573.752532159308	0.983052763472535
Ctsl-independent	30903b-045	36076	Rarefaction	573.982124500726	0.983239185611169
Ctsl-independent	30903b-045	36389	Rarefaction	574.207408531372	0.983421650856919
Ctsl-independent	30903b-045	36703	Rarefaction	574.429907596376	0.983601408371843
Ctsl-independent	30903b-045	37017	Rarefaction	574.648977614323	0.983777950709356
Ctsl-independent	30903b-045	37330	Rarefaction	574.864015873362	0.983950808831132
Ctsl-independent	30903b-045	37644	Rarefaction	575.076472577622	0.984121162971421
Ctsl-independent	30903b-045	37958	Rarefaction	575.285729800428	0.984288529467013
Ctsl-independent	30903b-045	38272	Rarefaction	575.491859397245	0.984452979631382
Ctsl-independent	30903b-045	38585	Rarefaction	575.694289354808	0.984614072388792
Ctsl-independent	30903b-045	38899	Rarefaction	575.894380606921	0.984772903977605
Ctsl-independent	30903b-045	39213	Rarefaction	576.091547474758	0.98492902027306
Ctsl-independent	30903b-045	39526	Rarefaction	576.285239419412	0.985081999799264
Ctsl-independent	30903b-045	39840	Rarefaction	576.476756076016	0.985232881148648
Ctsl-independent	30903b-045	40154	Rarefaction	576.665534143786	0.985381230821856
Ctsl-independent	30903b-045	40467	Rarefaction	576.851043830863	0.985526645833469
Ctsl-independent	30903b-045	40781	Rarefaction	577.03452707105	0.985670111253876
Ctsl-independent	30903b-045	41095	Rarefaction	577.215442270677	0.985811213010142
Ctsl-independent	30903b-045	41408	Rarefaction	577.393279056655	0.985949565578328
Ctsl-independent	30903b-045	41722	Rarefaction	577.569225651426	0.986086104230141
Ctsl-independent	30903b-045	42036	Rarefaction	577.742760862304	0.98622043320838
Ctsl-independent	30903b-045	42350	Rarefaction	577.913934008129	0.986352601016262
Ctsl-independent	30903b-045	42663	Rarefaction	578.082259061648	0.986482243940053
Ctsl-independent	30903b-045	42977	Rarefaction	578.248858308043	0.986610236093756
Ctsl-independent	30903b-045	43291	Rarefaction	578.413235714081	0.986736204515311
Ctsl-independent	30903b-045	43604	Rarefaction	578.574922394814	0.986859800801137
Ctsl-independent	30903b-045	43918	Rarefaction	578.73499461363	0.986981856766652
Ctsl-independent	30903b-045	44232	Rarefaction	578.892974359351	0.987102015439407
Ctsl-independent	30903b-045	44545	Rarefaction	579.048409215227	0.987219942901479
Ctsl-independent	30903b-045	44859	Rarefaction	579.202331993156	0.987336431435359
Ctsl-independent	30903b-045	45173	Rarefaction	579.354281794225	0.987451139165113
Ctsl-independent	30903b-045	45487	Rarefaction	579.504296401252	0.987564102911727
Ctsl-independent	30903b-045	45800	Rarefaction	579.651943960655	0.98767500688759
Ctsl-independent	30903b-045	46114	Rarefaction	579.798203719475	0.987784594565814
Ctsl-independent	30903b-045	46428	Rarefaction	579.942636107017	0.987892542922852
Ctsl-independent	30903b-045	46741	Rarefaction	580.084823785623	0.987998548929679
Ctsl-independent	30903b-045	47055	Rarefaction	580.225708490323	0.988103322132766
Ctsl-independent	30903b-045	47369	Rarefaction	580.364865659959	0.988206552760207
Ctsl-independent	30903b-045	47682	Rarefaction	580.501891899723	0.988307949882595
Ctsl-independent	30903b-045	47996	Rarefaction	580.637693600857	0.988408191194656
Ctsl-independent	30903b-045	48310	Rarefaction	580.771860467215	0.988506979478407
Ctsl-independent	30903b-045	48624	Rarefaction	580.904421964915	0.988604343124048
Ctsl-independent	30903b-045	48937	Rarefaction	581.034992295995	0.988700006373787
Ctsl-independent	30903b-045	49251	Rarefaction	581.164433574304	0.988794607425135
Ctsl-independent	30903b-045	49565	Rarefaction	581.292353727888	0.988887864767442
Ctsl-independent	30903b-045	49878	Rarefaction	581.418379294199	0.988979513354112
Ctsl-independent	30903b-045	50192	Rarefaction	581.54334139845	0.989070163795557
Ctsl-independent	30903b-045	50506	Rarefaction	581.666860765214	0.989159545656896
Ctsl-independent	30903b-045	50819	Rarefaction	581.788575593193	0.989247404063524
Ctsl-independent	30903b-045	51133	Rarefaction	581.909288115357	0.989334323642992
Ctsl-independent	30903b-045	51447	Rarefaction	582.028630832307	0.989420044466747
Ctsl-independent	30903b-045	51760	Rarefaction	582.146253599011	0.989504321329894
Ctsl-independent	30903b-045	52074	Rarefaction	582.262930419749	0.989587714359789
Ctsl-independent	30903b-045	52388	Rarefaction	582.378305812558	0.989669973606898
Ctsl-independent	30903b-045	52702	Rarefaction	582.492401458829	0.989751119741974
Ctsl-independent	30903b-045	53015	Rarefaction	582.604881408933	0.989830919722511
Ctsl-independent	30903b-045	53329	Rarefaction	582.716484967386	0.98990990312885
Ctsl-independent	30903b-045	53643	Rarefaction	582.826871128825	0.989987832544654
Ctsl-independent	30903b-045	53956	Rarefaction	582.935714020276	0.990064483540479
Ctsl-independent	30903b-045	54270	Rarefaction	583.043728590447	0.990140364248409
Ctsl-independent	30903b-045	54584	Rarefaction	583.150584194548	0.99021524612766
Ctsl-independent	30903b-045	54897	Rarefaction	583.255964527621	0.990288912939093
Ctsl-independent	30903b-045	55211	Rarefaction	583.360561349593	0.99036185253918
Ctsl-independent	30903b-045	55525	Rarefaction	583.464053879316	0.990433844817062
Ctsl-independent	30903b-045	55839	Rarefaction	583.56645965948	0.990504906202935
Ctsl-independent	30903b-045	56152	Rarefaction	583.667474736627	0.990574830797109
Ctsl-independent	30903b-045	56466	Rarefaction	583.767761335961	0.990644081075609
Ctsl-independent	30903b-045	56780	Rarefaction	583.867011377721	0.990712447556006
Ctsl-independent	30903b-045	57093	Rarefaction	583.964929799448	0.990779731672796
Ctsl-independent	30903b-045	57407	Rarefaction	584.062157933841	0.990846378025296
Ctsl-independent	30903b-045	57721	Rarefaction	584.158396781116	0.990912184664649
Ctsl-independent	30903b-045	58034	Rarefaction	584.253359528518	0.990976960023777
Ctsl-independent	30903b-045	58348	Rarefaction	584.347667753713	0.991041131743436
Ctsl-independent	30903b-045	58662	Rarefaction	584.441031128215	0.991104505059537
Ctsl-independent	30903b-045	58975	Rarefaction	584.5331708444	0.99116689507947
Ctsl-independent	30903b-045	59289	Rarefaction	584.624689621237	0.991228713356126
Ctsl-independent	30903b-045	59603	Rarefaction	584.715305148812	0.991289771969858
Ctsl-independent	30903b-045	59917	Rarefaction	584.805030936693	0.991350083311385
Ctsl-independent	30903b-045	60230	Rarefaction	584.893598504203	0.991409470937713
Ctsl-independent	30903b-045	60544	Rarefaction	584.981586571582	0.991468326169568
Ctsl-independent	30903b-045	60858	Rarefaction	585.068723448133	0.991526469749143
Ctsl-independent	30903b-045	61171	Rarefaction	585.154747966801	0.991583731235407
Ctsl-independent	30903b-045	61485	Rarefaction	585.240221949597	0.991640487654557
Ctsl-independent	30903b-045	61799	Rarefaction	585.32488098852	0.991696565896146
Ctsl-independent	30903b-045	62112	Rarefaction	585.408471244027	0.991751801265617
Ctsl-independent	30903b-045	62426	Rarefaction	585.491537999437	0.991806557179817
Ctsl-independent	30903b-045	62740	Rarefaction	585.573824287467	0.991860666408603
Ctsl-independent	30903b-045	63054	Rarefaction	585.655340998332	0.991914139042171
Ctsl-independent	30903b-045	63367	Rarefaction	585.735843188182	0.991966817660591
Ctsl-independent	30903b-045	63681	Rarefaction	585.815855650035	0.992019048537735
Ctsl-independent	30903b-045	63995	Rarefaction	585.89513042074	0.992070671885338
Ctsl-independent	30903b-045	64308	Rarefaction	585.973428840907	0.992121535460855
Ctsl-independent	30903b-045	64622	Rarefaction	586.051261111551	0.992171973391093
Ctsl-independent	30903b-045	64936	Rarefaction	586.12838591523	0.992221831183844
Ctsl-independent	30903b-045	65249	Rarefaction	586.204570521058	0.992270961564944
Ctsl-independent	30903b-045	65563	Rarefaction	586.280311214484	0.992319687063981
Ctsl-independent	30903b-045	65877	Rarefaction	586.355372848377	0.992367858267917
Ctsl-independent	30903b-045	66191	Rarefaction	586.429764647487	0.992415483470885
Ctsl-independent	30903b-045	66504	Rarefaction	586.503261702215	0.992462421695629
Ctsl-independent	30903b-045	66818	Rarefaction	586.576342514751	0.99250898083403
Ctsl-independent	30903b-045	67132	Rarefaction	586.648779963711	0.992555017904721
Ctsl-independent	30903b-045	67445	Rarefaction	586.72035488084	0.992600396428194
Ctsl-independent	30903b-045	67759	Rarefaction	586.791532907704	0.992645413889286
Ctsl-independent	30903b-045	68073	Rarefaction	586.862092784146	0.99268993189936
Ctsl-independent	30903b-045	68386	Rarefaction	586.931820490227	0.992733818291866
Ctsl-independent	30903b-045	68700	Rarefaction	587.001169713559	0.992777360607214
Ctsl-independent	30903b-045	69014	Rarefaction	587.069924518012	0.992820424861027
Ctsl-independent	30903b-045	69327	Rarefaction	587.137876345964	0.992862883023071
Ctsl-independent	30903b-045	69641	Rarefaction	587.205466947242	0.992905013126715
Ctsl-independent	30903b-045	69955	Rarefaction	587.272485764681	0.992946685408749
Ctsl-independent	30903b-045	70269	Rarefaction	587.33894002412	0.992987906380237
Ctsl-independent	30903b-045	70582	Rarefaction	587.404627903924	0.993028553276546
Ctsl-independent	30903b-045	70896	Rarefaction	587.469976161128	0.993068892086138
Ctsl-independent	30903b-045	71210	Rarefaction	587.534781062824	0.993108798412056
Ctsl-independent	30903b-045	71523	Rarefaction	587.598845456505	0.993148153251882
Ctsl-independent	30903b-045	71837	Rarefaction	587.662585589157	0.993187214014395
Ctsl-independent	30903b-045	72151	Rarefaction	587.725802293744	0.993225860139088
Ctsl-independent	30903b-045	72464	Rarefaction	587.788303309932	0.993263976240597
Ctsl-independent	30903b-045	72778	Rarefaction	587.850494334377	0.993301811504898
Ctsl-independent	30903b-045	73092	Rarefaction	587.912181129115	0.993339249057433
Ctsl-independent	30903b-045	73406	Rarefaction	587.973369909152	0.993376294352737
Ctsl-independent	30903b-045	73719	Rarefaction	588.033874229933	0.993412836611131
Ctsl-independent	30903b-045	74033	Rarefaction	588.094086560124	0.99344911458638
Ctsl-independent	30903b-045	74347	Rarefaction	588.153818773414	0.993485016093722
Ctsl-independent	30903b-045	74660	Rarefaction	588.212888598279	0.993520433656185
Ctsl-independent	30903b-045	74974	Rarefaction	588.271679155173	0.993555598573496
Ctsl-independent	30903b-045	75288	Rarefaction	588.330006637736	0.993590402024257
Ctsl-independent	30903b-045	75601	Rarefaction	588.38769303375	0.993624739703501
Ctsl-independent	30903b-045	75915	Rarefaction	588.445112276707	0.993658835765315
Ctsl-independent	30903b-045	76229	Rarefaction	588.502084601249	0.993692584617743
Ctsl-independent	30903b-045	76543	Rarefaction	588.558615370216	0.993725990861251
Ctsl-independent	30903b-045	76856	Rarefaction	588.614531815339	0.993758954239324
Ctsl-independent	30903b-045	77170	Rarefaction	588.670196192318	0.993791689818773
Ctsl-independent	30903b-045	77484	Rarefaction	588.725434199692	0.993824096125929
Ctsl-independent	30903b-045	77797	Rarefaction	588.780076957969	0.993856075808566
Ctsl-independent	30903b-045	78111	Rarefaction	588.834478482551	0.993887837432271
Ctsl-independent	30903b-045	78425	Rarefaction	588.888468216276	0.993919282479711
Ctsl-independent	30903b-045	78738	Rarefaction	588.941880831277	0.993950316392889
Ctsl-independent	30903b-045	79052	Rarefaction	588.995062392205	0.993981141493513
Ctsl-independent	30903b-045	79366	Rarefaction	589.047846089278	0.994011662106891
Ctsl-independent	30903b-045	79679	Rarefaction	589.100070178674	0.994041786369191
Ctsl-independent	30903b-045	79993	Rarefaction	589.15207287858	0.994071710601711
Ctsl-independent	30903b-045	80307	Rarefaction	589.203690906144	0.994101341865912
Ctsl-independent	30903b-045	80621	Rarefaction	589.254928796409	0.994130683886804
Ctsl-independent	30903b-045	80934	Rarefaction	589.305629266877	0.994159648240309
Ctsl-independent	30903b-045	81248	Rarefaction	589.356120402852	0.994188423600363
Ctsl-independent	30903b-045	81562	Rarefaction	589.406243972033	0.994216920526744
Ctsl-independent	30903b-045	81875	Rarefaction	589.455845893024	0.994245053069811
Ctsl-independent	30903b-045	82189	Rarefaction	589.505247051636	0.994273004420918
Ctsl-independent	30903b-045	82503	Rarefaction	589.554292598408	0.994300687654116
Ctsl-independent	30903b-045	82816	Rarefaction	589.602831677949	0.994328019200754
Ctsl-independent	30903b-045	83130	Rarefaction	589.651178386731	0.994355176980813
Ctsl-independent	30903b-045	83444	Rarefaction	589.699180781301	0.99438207648649
Ctsl-independent	30903b-045	83758	Rarefaction	589.746842572036	0.99440872090478
Ctsl-independent	30903b-045	84071	Rarefaction	589.794017311932	0.994435029716818
Ctsl-independent	30903b-045	84385	Rarefaction	589.841009931116	0.994461174111064
Ctsl-independent	30903b-045	84699	Rarefaction	589.887672852551	0.994487072677528
Ctsl-independent	30903b-045	85012	Rarefaction	589.933862474909	0.994512647090102
Ctsl-independent	30903b-045	85326	Rarefaction	589.97987732179	0.994538063708389
Ctsl-independent	30903b-045	85640	Rarefaction	590.025572785462	0.994563243348967
Ctsl-independent	30903b-045	85953	Rarefaction	590.070808265393	0.99458810980102
Ctsl-independent	30903b-045	86267	Rarefaction	590.115876017959	0.994612824770926
Ctsl-independent	30903b-045	86581	Rarefaction	590.160634263505	0.994637311223718
Ctsl-independent	30903b-045	86895	Rarefaction	590.205086329639	0.994661571899428
Ctsl-independent	30903b-045	87208	Rarefaction	590.249095217476	0.99468553329655
Ctsl-independent	30903b-045	87522	Rarefaction	590.292945315041	0.994709351176809
Ctsl-independent	30903b-045	87836	Rarefaction	590.336498507633	0.994732951254854
Ctsl-independent	30903b-045	88149	Rarefaction	590.379620625698	0.994756261978837
Ctsl-independent	30903b-045	88463	Rarefaction	590.422590170138	0.994779434838761
Ctsl-independent	30903b-045	88777	Rarefaction	590.465271925424	0.994802397528363
Ctsl-independent	30903b-045	89090	Rarefaction	590.507534152247	0.994825080379816
Ctsl-independent	30903b-045	89404	Rarefaction	590.549649942343	0.994847630763909
Ctsl-independent	30903b-045	89718	Rarefaction	590.591486569652	0.994869978284527
Ctsl-independent	30903b-045	90031	Rarefaction	590.632914864885	0.994892055095562
Ctsl-independent	30903b-045	90345	Rarefaction	590.674202384659	0.994914004592142
Ctsl-independent	30903b-045	90659	Rarefaction	590.715219142018	0.994935758225612
Ctsl-independent	30903b-045	90973	Rarefaction	590.755967613286	0.994957318265777
Ctsl-independent	30903b-045	91286	Rarefaction	590.796322164321	0.994978619200257
Ctsl-independent	30903b-045	91600	Rarefaction	590.836543179024	0.994999799335552
Ctsl-independent	30903b-045	91914	Rarefaction	590.876503925688	0.995020792492892
Ctsl-independent	30903b-045	92227	Rarefaction	590.916080951183	0.995041534838682
Ctsl-independent	30903b-045	92541	Rarefaction	590.955529625866	0.995062161022639
Ctsl-independent	30903b-045	92855	Rarefaction	590.994725620894	0.995082606568687
Ctsl-independent	30903b-045	93168	Rarefaction	591.033547764798	0.995102809270497
Ctsl-independent	30903b-045	93482	Rarefaction	591.072246413405	0.995122900243819
Ctsl-independent	30903b-045	93796	Rarefaction	591.110699790085	0.995142816661199
Ctsl-independent	30903b-045	94110	Rarefaction	591.148910031046	0.995162560496472
Ctsl-independent	30903b-045	94423	Rarefaction	591.186759030498	0.99518207163087
Ctsl-independent	30903b-045	94737	Rarefaction	591.22449096576	0.995201476652682
Ctsl-independent	30903b-045	95051	Rarefaction	591.261986756513	0.995220714847897
Ctsl-independent	30903b-045	95364	Rarefaction	591.299130356663	0.99523972760474
Ctsl-independent	30903b-045	95678	Rarefaction	591.336161343094	0.995258638249205
Ctsl-independent	30903b-045	95992	Rarefaction	591.372962847671	0.995277387594148
Ctsl-independent	30903b-045	96305	Rarefaction	591.409421003352	0.995295918482496
Ctsl-independent	30903b-045	96619	Rarefaction	591.445770700773	0.995314351089038
Ctsl-independent	30903b-045	96933	Rarefaction	591.481897415579	0.995332627703798
Ctsl-independent	30903b-045	97247	Rarefaction	591.517803124153	0.995350750049348
Ctsl-independent	30903b-045	97560	Rarefaction	591.55337661449	0.99536866284087
Ctsl-independent	30903b-045	97874	Rarefaction	591.588847206982	0.99538648220853
Ctsl-independent	30903b-045	98188	Rarefaction	591.624102909065	0.995404152339989
Ctsl-independent	30903b-045	98501	Rarefaction	591.659034454364	0.995421619296377
Ctsl-independent	30903b-045	98815	Rarefaction	591.693866967064	0.995438996297446
Ctsl-independent	30903b-045	99129	Rarefaction	591.728490519343	0.995456228896428
Ctsl-independent	30903b-045	99442	Rarefaction	591.762797616079	0.995473264463748
Ctsl-independent	30903b-045	99756	Rarefaction	591.797009489547	0.995490213399528
Ctsl-independent	30903b-045	100070	Rarefaction	591.831018011194	0.995507022581827
Ctsl-independent	30903b-045	100383	Rarefaction	591.864717685229	0.995523640646912
Ctsl-independent	30903b-045	100697	Rarefaction	591.898325626395	0.995540175268074
Ctsl-independent	30903b-045	101011	Rarefaction	591.931735695104	0.99555657460722
Ctsl-independent	30903b-045	101325	Rarefaction	591.9649496556	0.99557284011666
Ctsl-independent	30903b-045	101638	Rarefaction	591.997864402831	0.995588922060618
Ctsl-independent	30903b-045	101952	Rarefaction	592.030691935084	0.995604924611856
Ctsl-independent	30903b-045	102266	Rarefaction	592.063328652777	0.995620797579912
Ctsl-independent	30903b-045	102579	Rarefaction	592.095673039012	0.995636492405443
Ctsl-independent	30903b-045	102893	Rarefaction	592.127933536171	0.995652110733987
Ctsl-independent	30903b-045	103207	Rarefaction	592.160008163588	0.995667603564868
Ctsl-independent	30903b-045	103520	Rarefaction	592.191797167368	0.995682923478633
Ctsl-independent	30903b-045	103834	Rarefaction	592.223505534451	0.995698169675956
Ctsl-independent	30903b-045	104148	Rarefaction	592.255032688558	0.995713294309417
Ctsl-independent	30903b-045	104462	Rarefaction	592.286380462209	0.99572829866053
Ctsl-independent	30903b-045	104775	Rarefaction	592.317451318729	0.995743136773638
Ctsl-independent	30903b-045	105089	Rarefaction	592.348445330149	0.995757904707803
Ctsl-independent	30903b-045	105403	Rarefaction	592.379264551725	0.995772556099093
Ctsl-independent	30903b-045	105716	Rarefaction	592.409813048091	0.995787046054636
Ctsl-independent	30903b-045	106030	Rarefaction	592.440287603293	0.995801468361998
Ctsl-independent	30903b-045	106344	Rarefaction	592.47059175334	0.995815777731251
Ctsl-independent	30903b-045	106657	Rarefaction	592.500631231545	0.995829930296274
Ctsl-independent	30903b-045	106971	Rarefaction	592.530599531401	0.995844017644974
Ctsl-independent	30903b-045	107285	Rarefaction	592.560401735971	0.995857995529702
Ctsl-independent	30903b-045	107598	Rarefaction	592.589945174195	0.995871821079563
Ctsl-independent	30903b-045	107912	Rarefaction	592.61941990974	0.995885583752168
Ctsl-independent	30903b-045	108226	Rarefaction	592.648732785888	0.995899240306821
Ctsl-independent	30903b-045	108540	Rarefaction	592.677885125738	0.995912791835126
Ctsl-independent	30903b-045	108853	Rarefaction	592.706786183076	0.995926196749536
Ctsl-independent	30903b-045	109167	Rarefaction	592.735621960312	0.995939541767028
Ctsl-independent	30903b-045	109481	Rarefaction	592.764301169246	0.995952784945437
Ctsl-independent	30903b-045	109794	Rarefaction	592.792734553242	0.995965885628441
Ctsl-independent	30903b-045	110108	Rarefaction	592.821105044593	0.995978928549059
Ctsl-independent	30903b-045	110422	Rarefaction	592.84932281703	0.995991872706594
Ctsl-independent	30903b-045	110735	Rarefaction	592.877300012477	0.996004678344623
Ctsl-independent	30903b-045	111049	Rarefaction	592.905216703587	0.996017428276322
Ctsl-independent	30903b-045	111363	Rarefaction	592.932984315424	0.996030082410409
Ctsl-independent	30903b-045	111677	Rarefaction	592.960604200905	0.996042641715677
Ctsl-independent	30903b-045	111990	Rarefaction	592.98799034883	0.996055067595076
Ctsl-independent	30903b-045	112304	Rarefaction	593.015318748169	0.996067440389132
Ctsl-independent	30903b-045	112618	Rarefaction	593.042503060338	0.996079721182814
Ctsl-independent	30903b-045	112931	Rarefaction	593.06945842043	0.996091872220667
Ctsl-independent	30903b-045	113245	Rarefaction	593.096358173259	0.996103972053779
Ctsl-independent	30903b-045	113559	Rarefaction	593.123117292768	0.996115982617112
Ctsl-independent	30903b-045	113872	Rarefaction	593.149652268724	0.996127866972081
Ctsl-independent	30903b-045	114186	Rarefaction	593.176133718488	0.996139701932799
Ctsl-independent	30903b-045	114500	Rarefaction	593.202477710275	0.996151450261296
Ctsl-independent	30903b-045	114814	Rarefaction	593.228685472041	0.996163112816459
Ctsl-independent	30903b-045	115127	Rarefaction	593.254675209957	0.996174653709683
Ctsl-independent	30903b-045	115441	Rarefaction	593.280614014069	0.996186147523331
Ctsl-independent	30903b-045	115755	Rarefaction	593.306419736066	0.996197558080712
Ctsl-independent	30903b-045	116068	Rarefaction	593.332011895005	0.996208850255699
Ctsl-independent	30903b-045	116382	Rarefaction	593.357554995686	0.996220097011852
Ctsl-independent	30903b-045	116696	Rarefaction	593.382968138679	0.996231262942815
Ctsl-independent	30903b-045	117009	Rarefaction	593.408171953317	0.996242313663489
Ctsl-independent	30903b-045	117323	Rarefaction	593.433328505314	0.996253320566073
Ctsl-independent	30903b-045	117637	Rarefaction	593.458358107568	0.996264248993495
Ctsl-independent	30903b-045	117950	Rarefaction	593.483182609784	0.996275065278127
Ctsl-independent	30903b-045	118264	Rarefaction	593.507961541502	0.99628583928935
Ctsl-independent	30903b-045	118578	Rarefaction	593.532616496326	0.996296537096299
Ctsl-independent	30903b-045	118892	Rarefaction	593.55714828762	0.996307159438807
Ctsl-independent	30903b-045	119205	Rarefaction	593.581480396251	0.996317673577478
Ctsl-independent	30903b-045	119519	Rarefaction	593.605769231737	0.996328147417254
Ctsl-independent	30903b-045	119833	Rarefaction	593.629937682809	0.996338547963186
Ctsl-independent	30903b-045	120146	Rarefaction	593.653910373431	0.99634884314715
Ctsl-independent	30903b-045	120460	Rarefaction	593.677841375049	0.996359099452472
Ctsl-independent	30903b-045	120774	Rarefaction	593.701654708991	0.996369284562602
Ctsl-independent	30903b-045	121087	Rarefaction	593.725276127416	0.996379367062851
Ctsl-independent	30903b-045	121401	Rarefaction	593.748857313617	0.996389412053215
Ctsl-independent	30903b-045	121715	Rarefaction	593.77232359339	0.996399387879383
Ctsl-independent	30903b-045	122029	Rarefaction	593.795675706479	0.996409295204587
Ctsl-independent	30903b-045	122342	Rarefaction	593.81884074923	0.996419103453617
Ctsl-independent	30903b-045	122656	Rarefaction	593.841967572707	0.996428875946613
Ctsl-independent	30903b-045	122970	Rarefaction	593.864982836633	0.996438581880991
Ctsl-independent	30903b-045	123283	Rarefaction	593.887814551305	0.996448191292736
Ctsl-independent	30903b-045	123597	Rarefaction	593.910609472352	0.996457766210543
Ctsl-independent	30903b-045	123911	Rarefaction	593.933295260466	0.996467276448726
Ctsl-independent	30903b-045	124224	Rarefaction	593.955801054578	0.996476692638501
Ctsl-independent	30903b-045	124538	Rarefaction	593.978271344655	0.996486075552962
Ctsl-independent	30903b-045	124852	Rarefaction	594.000634828619	0.996495395606895
Ctsl-independent	30903b-045	125166	Rarefaction	594.022892445235	0.99650465339433
Ctsl-independent	30903b-045	125479	Rarefaction	594.044974466158	0.996513820313417
Ctsl-independent	30903b-045	125793	Rarefaction	594.067022774562	0.996522955518472
Ctsl-independent	30903b-045	126107	Rarefaction	594.088967385156	0.996532030199975
Ctsl-independent	30903b-045	126420	Rarefaction	594.110739712531	0.996541016311129
Ctsl-independent	30903b-045	126734	Rarefaction	594.132479605166	0.996549971833412
Ctsl-independent	30903b-045	127048	Rarefaction	594.154117964305	0.996558868519042
Ctsl-independent	30903b-045	127361	Rarefaction	594.175587222036	0.996567678862563
Ctsl-independent	30903b-045	127675	Rarefaction	594.197025222892	0.99657645970493
Ctsl-independent	30903b-045	127989	Rarefaction	594.218363934704	0.996585183344832
Ctsl-independent	30903b-045	128302	Rarefaction	594.239536634778	0.996593822803047
Ctsl-independent	30903b-045	128616	Rarefaction	594.260679161419	0.996602433812059
Ctsl-independent	30903b-045	128930	Rarefaction	594.281724513326	0.996610989200818
Ctsl-independent	30903b-045	129244	Rarefaction	594.302673421279	0.996619489487282
Ctsl-independent	30903b-045	129557	Rarefaction	594.323460218287	0.99662790837305
Ctsl-independent	30903b-045	129871	Rarefaction	594.344218419128	0.996636300157518
Ctsl-independent	30903b-045	130185	Rarefaction	594.364882118334	0.99664463835729
Ctsl-independent	30903b-045	130498	Rarefaction	594.385386673035	0.996652897168066
Ctsl-independent	30903b-045	130812	Rarefaction	594.405863695358	0.996661129849657
Ctsl-independent	30903b-045	131126	Rarefaction	594.426248277812	0.996669310419702
Ctsl-independent	30903b-045	131439	Rarefaction	594.446476387598	0.996677413550382
Ctsl-independent	30903b-045	131753	Rarefaction	594.466678117255	0.996685491495246
Ctsl-independent	30903b-045	132067	Rarefaction	594.48678925578	0.996693518753303
Ctsl-independent	30903b-045	132381	Rarefaction	594.506810357056	0.996701495792394
Ctsl-independent	30903b-045	132694	Rarefaction	594.526678760076	0.99670939790542
Ctsl-independent	30903b-045	133008	Rarefaction	594.546522103206	0.996717276040929
Ctsl-independent	30903b-045	133322	Rarefaction	594.566277222942	0.996725105326631
Ctsl-independent	30903b-045	133635	Rarefaction	594.585882347231	0.996732861505301
Ctsl-independent	30903b-045	133949	Rarefaction	594.605463300042	0.99674059458034
Ctsl-independent	30903b-045	134263	Rarefaction	594.624957907309	0.996748280133362
Ctsl-independent	30903b-045	134576	Rarefaction	594.644305025584	0.996755894346335
Ctsl-independent	30903b-045	134890	Rarefaction	594.663628973187	0.996763486301122
