Genotype	Sample	TCRa_reads	Observation_type	Shannon_diversity	Coverage
WT	30903b-045	1	Rarefaction	1	0.00129324761884064
WT	30903b-045	781	Rarefaction	525.778327577911	0.318032808978215
WT	30903b-045	1561	Rarefaction	855.207398847103	0.410900817198332
WT	30903b-045	2341	Rarefaction	1105.28811127584	0.468043038691036
WT	30903b-045	3122	Rarefaction	1308.68148204731	0.509358693784752
WT	30903b-045	3902	Rarefaction	1480.04726616137	0.541499645946697
WT	30903b-045	4682	Rarefaction	1628.26180186489	0.56769935624411
WT	30903b-045	5462	Rarefaction	1758.7481367851	0.589724228998737
WT	30903b-045	6243	Rarefaction	1875.32199498315	0.608686120376065
WT	30903b-045	7023	Rarefaction	1980.30532357165	0.625256258248168
WT	30903b-045	7803	Rarefaction	2075.79304412603	0.639959383849736
WT	30903b-045	8584	Rarefaction	2163.37029208189	0.653170804474265
WT	30903b-045	9364	Rarefaction	2243.96848162307	0.665123604737398
WT	30903b-045	10144	Rarefaction	2318.62482973135	0.676038448911309
WT	30903b-045	10924	Rarefaction	2388.08546120474	0.686072933188687
WT	30903b-045	11705	Rarefaction	2453.04461369354	0.695363164719528
WT	30903b-045	12485	Rarefaction	2513.84768285889	0.703985589285176
WT	30903b-045	13265	Rarefaction	2571.01111489072	0.712034110767607
WT	30903b-045	14046	Rarefaction	2624.96806521573	0.719585342358604
WT	30903b-045	14826	Rarefaction	2675.89459501539	0.72667606413918
WT	30903b-045	15606	Rarefaction	2724.13309431946	0.733363455946959
WT	30903b-045	16386	Rarefaction	2769.91965831434	0.739687623992322
WT	30903b-045	17167	Rarefaction	2813.51551857143	0.745690416981898
WT	30903b-045	17947	Rarefaction	2854.99133839471	0.751386152778393
WT	30903b-045	18727	Rarefaction	2894.56556623931	0.756808496992541
WT	30903b-045	19507	Rarefaction	2932.38164227657	0.761979996831921
WT	30903b-045	20288	Rarefaction	2968.61314178135	0.766926684144534
WT	30903b-045	21068	Rarefaction	3003.28240385146	0.771653458109145
WT	30903b-045	21848	Rarefaction	3036.54040285558	0.776182397143008
WT	30903b-045	22629	Rarefaction	3068.52087916663	0.78053289325006
WT	30903b-045	23409	Rarefaction	3099.22689529117	0.784706318077437
WT	30903b-045	24189	Rarefaction	3128.77740848867	0.788719613477789
WT	30903b-045	24969	Rarefaction	3157.24281887942	0.792582955860246
WT	30903b-045	25750	Rarefaction	3184.72206864761	0.796310262768539
WT	30903b-045	26530	Rarefaction	3211.20388217875	0.799900400119665
WT	30903b-045	27310	Rarefaction	3236.77833174467	0.803365898849687
WT	30903b-045	28091	Rarefaction	3261.52654565696	0.806718000659128
WT	30903b-045	28871	Rarefaction	3285.43131833358	0.809954574740418
WT	30903b-045	29651	Rarefaction	3308.56753065202	0.813085919678095
WT	30903b-045	30431	Rarefaction	3330.97470958929	0.816117508774375
WT	30903b-045	31212	Rarefaction	3352.71695738772	0.819058109010511
WT	30903b-045	31992	Rarefaction	3373.77275378649	0.821904884464036
WT	30903b-045	32772	Rarefaction	3394.20215249257	0.824666013073235
WT	30903b-045	33553	Rarefaction	3414.05985256795	0.827348929300329
WT	30903b-045	34333	Rarefaction	3433.32272949203	0.829950540632516
WT	30903b-045	35113	Rarefaction	3452.04249480278	0.832477856575576
WT	30903b-045	35893	Rarefaction	3470.24342185613	0.834934171034974
WT	30903b-045	36674	Rarefaction	3487.970669706	0.837325588523373
WT	30903b-045	37454	Rarefaction	3505.20025293448	0.839648881130703
WT	30903b-045	38234	Rarefaction	3521.97528996057	0.84190987081657
WT	30903b-045	39014	Rarefaction	3538.31471211981	0.844111112753586
WT	30903b-045	39795	Rarefaction	3554.25651114243	0.846257725936952
WT	30903b-045	40575	Rarefaction	3569.77671570692	0.848346483955887
WT	30903b-045	41355	Rarefaction	3584.9118947707	0.850382312860462
WT	30903b-045	42136	Rarefaction	3599.69577465498	0.852369749037115
WT	30903b-045	42916	Rarefaction	3614.10472874323	0.854305619122856
WT	30903b-045	43696	Rarefaction	3628.171385781	0.856194312450654
WT	30903b-045	44476	Rarefaction	3641.90850890857	0.858037547039561
WT	30903b-045	45257	Rarefaction	3655.34521378268	0.859839232912068
WT	30903b-045	46037	Rarefaction	3668.45860040172	0.861596305727836
WT	30903b-045	46817	Rarefaction	3681.27699888451	0.863312571806609
WT	30903b-045	47598	Rarefaction	3693.82668815399	0.864991556075856
WT	30903b-045	48378	Rarefaction	3706.08542821074	0.866630293327471
WT	30903b-045	49158	Rarefaction	3718.07888304258	0.868232228361829
WT	30903b-045	49938	Rarefaction	3729.81602749258	0.869798572080783
WT	30903b-045	50719	Rarefaction	3741.31999112797	0.871332422695584
WT	30903b-045	51499	Rarefaction	3752.56948970858	0.872830957257561
WT	30903b-045	52279	Rarefaction	3763.58720685792	0.874297216117846
WT	30903b-045	53059	Rarefaction	3774.38059354402	0.875732207865226
WT	30903b-045	53840	Rarefaction	3784.97019622953	0.877138679533515
WT	30903b-045	54620	Rarefaction	3795.33571591765	0.878513954465322
WT	30903b-045	55400	Rarefaction	3805.49737066713	0.879860737926407
WT	30903b-045	56181	Rarefaction	3815.47405812163	0.881181552496352
WT	30903b-045	56961	Rarefaction	3825.2462208191	0.882473830548834
WT	30903b-045	57741	Rarefaction	3834.83249320607	0.883740062089558
WT	30903b-045	58521	Rarefaction	3844.2383781337	0.884980997176293
WT	30903b-045	59302	Rarefaction	3853.48088250678	0.886198900368384
WT	30903b-045	60082	Rarefaction	3862.54141228064	0.887391346203144
WT	30903b-045	60862	Rarefaction	3871.43678398377	0.888560575830904
WT	30903b-045	61643	Rarefaction	3880.18277467673	0.889708685852543
WT	30903b-045	62423	Rarefaction	3888.76149136382	0.89083335365521
WT	30903b-045	63203	Rarefaction	3897.1885629465	0.891936657657472
WT	30903b-045	63983	Rarefaction	3905.46815498055	0.893019170143486
WT	30903b-045	64764	Rarefaction	3913.61461702264	0.894082791745052
WT	30903b-045	65544	Rarefaction	3921.61095164018	0.895125331164968
WT	30903b-045	66324	Rarefaction	3929.47140282477	0.896148676051088
WT	30903b-045	67105	Rarefaction	3937.20937909337	0.897154597656063
WT	30903b-045	67885	Rarefaction	3944.80852453208	0.898140998412737
WT	30903b-045	68665	Rarefaction	3952.28216661728	0.899109639633971
WT	30903b-045	69445	Rarefaction	3959.6335231489	0.90006096720195
WT	30903b-045	70226	Rarefaction	3966.87489467971	0.900996599246489
WT	30903b-045	71006	Rarefaction	3973.99074034109	0.901914556804145
WT	30903b-045	71786	Rarefaction	3980.9933038355	0.902816451345818
WT	30903b-045	72566	Rarefaction	3987.88538232052	0.903702672594193
WT	30903b-045	73347	Rarefaction	3994.67831310432	0.90457470444492
WT	30903b-045	74127	Rarefaction	4001.35731639344	0.905430679277648
WT	30903b-045	74907	Rarefaction	4007.93368845899	0.906272076782239
WT	30903b-045	75688	Rarefaction	4014.41811456683	0.907100290730406
WT	30903b-045	76468	Rarefaction	4020.79636240777	0.907913532291752
WT	30903b-045	77248	Rarefaction	4027.07908669573	0.908713192414136
WT	30903b-045	78028	Rarefaction	4033.26851044212	0.90949958263921
WT	30903b-045	78809	Rarefaction	4039.37454235362	0.910273988619771
WT	30903b-045	79589	Rarefaction	4045.38363097026	0.911034720532462
WT	30903b-045	80369	Rarefaction	4051.30567137509	0.911783062654452
WT	30903b-045	81150	Rarefaction	4057.15005046179	0.912520227082024
WT	30903b-045	81930	Rarefaction	4062.90370014314	0.913244594201354
WT	30903b-045	82710	Rarefaction	4068.57599758665	0.913957375749521
WT	30903b-045	83490	Rarefaction	4074.16872769871	0.914658824250369
WT	30903b-045	84271	Rarefaction	4079.6906454912	0.915350063142294
WT	30903b-045	85051	Rarefaction	4085.12929226303	0.916029560955707
WT	30903b-045	85831	Rarefaction	4090.49342156643	0.916698441490136
WT	30903b-045	86611	Rarefaction	4095.78461583671	0.917356929949238
WT	30903b-045	87392	Rarefaction	4101.01106493645	0.91800607001255
WT	30903b-045	88172	Rarefaction	4106.16087910186	0.918644412569089
WT	30903b-045	88952	Rarefaction	4111.24225296815	0.919273002382693
WT	30903b-045	89733	Rarefaction	4116.26298033089	0.919892828524718
WT	30903b-045	90513	Rarefaction	4121.21158285801	0.920502500040426
WT	30903b-045	91293	Rarefaction	4126.09586573855	0.921103007487577
WT	30903b-045	92073	Rarefaction	4130.91712904442	0.921694536672529
WT	30903b-045	92854	Rarefaction	4135.68269816527	0.922278009953772
WT	30903b-045	93634	Rarefaction	4140.38159892282	0.922852109552079
WT	30903b-045	94414	Rarefaction	4145.02117133187	0.923417759687285
WT	30903b-045	95195	Rarefaction	4149.60841685263	0.923975836912144
WT	30903b-045	95975	Rarefaction	4154.13272075211	0.924525075049157
WT	30903b-045	96755	Rarefaction	4158.60109891739	0.925066352724412
WT	30903b-045	97535	Rarefaction	4163.01462600381	0.925599824621628
WT	30903b-045	98316	Rarefaction	4167.37990679804	0.926126310831229
WT	30903b-045	99096	Rarefaction	4171.68678279123	0.926644610307559
WT	30903b-045	99876	Rarefaction	4175.94187018147	0.927155545517734
WT	30903b-045	100657	Rarefaction	4180.1514984783	0.927659897454343
WT	30903b-045	101437	Rarefaction	4184.30583385743	0.928156511238364
WT	30903b-045	102217	Rarefaction	4188.41121685292	0.928646170327181
WT	30903b-045	102997	Rarefaction	4192.46854912931	0.929129004608637
WT	30903b-045	103778	Rarefaction	4196.48381528906	0.929605747103347
WT	30903b-045	104558	Rarefaction	4200.44758890337	0.930075300827573
WT	30903b-045	105338	Rarefaction	4204.3658773907	0.930538401292865
WT	30903b-045	106118	Rarefaction	4208.23949214747	0.930995166466529
WT	30903b-045	106899	Rarefaction	4212.07411037672	0.931446285195254
WT	30903b-045	107679	Rarefaction	4215.86068507669	0.931890714921523
WT	30903b-045	108459	Rarefaction	4219.60491467967	0.9323291470828
WT	30903b-045	109240	Rarefaction	4223.31225667872	0.932762239897826
WT	30903b-045	110020	Rarefaction	4226.97393956419	0.933188989268482
WT	30903b-045	110800	Rarefaction	4230.59544247387	0.93361005602682
WT	30903b-045	111580	Rarefaction	4234.17745154892	0.93402554033821
WT	30903b-045	112361	Rarefaction	4237.72515940458	0.934436062284873
WT	30903b-045	113141	Rarefaction	4241.23013807558	0.9348406664799
WT	30903b-045	113921	Rarefaction	4244.69759599846	0.935239975608525
WT	30903b-045	114702	Rarefaction	4248.13253601788	0.935634583193107
WT	30903b-045	115482	Rarefaction	4251.52677554354	0.936023568264745
WT	30903b-045	116262	Rarefaction	4254.88533562529	0.93640752700299
WT	30903b-045	117042	Rarefaction	4258.20880516693	0.936786545023458
WT	30903b-045	117823	Rarefaction	4261.50194829283	0.937161182712537
WT	30903b-045	118603	Rarefaction	4264.75689849999	0.937530562713238
WT	30903b-045	119383	Rarefaction	4267.97843974178	0.937895248055271
WT	30903b-045	120163	Rarefaction	4271.16710781397	0.938255317215576
WT	30903b-045	120944	Rarefaction	4274.32745718098	0.938611299967607
WT	30903b-045	121724	Rarefaction	4277.45190496663	0.938962359951064
WT	30903b-045	122504	Rarefaction	4280.54502539154	0.939309029505186
WT	30903b-045	123285	Rarefaction	4283.61121563385	0.939651816853199
WT	30903b-045	124065	Rarefaction	4286.64310400593	0.939989914859682
WT	30903b-045	124845	Rarefaction	4289.64511345802	0.940323834279075
WT	30903b-045	125625	Rarefaction	4292.61769787694	0.940653642803718
WT	30903b-045	126406	Rarefaction	4295.56507072521	0.940979821805353
WT	30903b-045	127186	Rarefaction	4298.48012557633	0.941301601023403
WT	30903b-045	127966	Rarefaction	4301.36709080085	0.941619464317582
WT	30903b-045	128747	Rarefaction	4304.23003578109	0.941933874106198
WT	30903b-045	129527	Rarefaction	4307.06205116739	0.942244086448698
WT	30903b-045	130307	Rarefaction	4309.86722364819	0.942550566185358
WT	30903b-045	131087	Rarefaction	4312.64595361363	0.942853372004037
WT	30903b-045	131868	Rarefaction	4315.4021466524	0.943152942686762
WT	30903b-045	132648	Rarefaction	4318.12912973944	0.943448567510805
WT	30903b-045	133428	Rarefaction	4320.83082217386	0.943740687602888
WT	30903b-045	134209	Rarefaction	4323.51101257686	0.944029725044845
WT	30903b-045	134989	Rarefaction	4326.16319546101	0.94431499285615
WT	30903b-045	135769	Rarefaction	4328.79117633197	0.944596915380517
WT	30903b-045	136549	Rarefaction	4331.3953015422	0.9448755437199
WT	30903b-045	137330	Rarefaction	4333.97920515267	0.945151278980605
WT	30903b-045	138110	Rarefaction	4336.53660626676	0.945423464219883
WT	30903b-045	138890	Rarefaction	4339.07115500822	0.945692502796594
WT	30903b-045	139670	Rarefaction	4341.5831761389	0.945958441991671
WT	30903b-045	140451	Rarefaction	4344.07615885111	0.946221663308556
WT	30903b-045	141231	Rarefaction	4346.54403434623	0.946481538252079
WT	30903b-045	142011	Rarefaction	4348.99030799117	0.946738450470433
WT	30903b-045	142792	Rarefaction	4351.41837862577	0.946992767594012
WT	30903b-045	143572	Rarefaction	4353.82231751515	0.947243881424243
WT	30903b-045	144352	Rarefaction	4356.20553615179	0.94749216170163
WT	30903b-045	145132	Rarefaction	4358.56831520944	0.947737649877134
WT	30903b-045	145913	Rarefaction	4360.9139251301	0.947980696095394
WT	30903b-045	146693	Rarefaction	4363.23663021136	0.948220717965632
WT	30903b-045	147473	Rarefaction	4365.53971214812	0.948458067653752
WT	30903b-045	148254	Rarefaction	4367.82634921335	0.948693082931382
WT	30903b-045	149034	Rarefaction	4370.09094590177	0.948925199821264
WT	30903b-045	149814	Rarefaction	4372.33669237142	0.949154758079669
WT	30903b-045	150594	Rarefaction	4374.56384007941	0.94938179416538
WT	30903b-045	151375	Rarefaction	4376.7754486509	0.949606630250633
WT	30903b-045	152155	Rarefaction	4378.96609994103	0.949828725764243
WT	30903b-045	152935	Rarefaction	4381.13886785497	0.950048404762226
WT	30903b-045	153715	Rarefaction	4383.29398611813	0.950265701229043
WT	30903b-045	154496	Rarefaction	4385.4344127873	0.950480922594356
WT	30903b-045	155276	Rarefaction	4387.55488850735	0.950693550542678
WT	30903b-045	156056	Rarefaction	4389.65838423557	0.950903894353875
WT	30903b-045	156837	Rarefaction	4391.74778150814	0.951112251066946
WT	30903b-045	157617	Rarefaction	4393.8179427886	0.951318118240697
WT	30903b-045	158397	Rarefaction	4395.871764314	0.951521794686456
WT	30903b-045	159177	Rarefaction	4397.90944405056	0.951723310463755
WT	30903b-045	159958	Rarefaction	4399.93377054446	0.951922949363365
WT	30903b-045	160738	Rarefaction	4401.93975814527	0.952120229250615
WT	30903b-045	161518	Rarefaction	4403.93020390024	0.952315435620261
WT	30903b-045	162299	Rarefaction	4405.90781964666	0.952508842911599
WT	30903b-045	163079	Rarefaction	4407.86773039555	0.952699983463135
WT	30903b-045	163859	Rarefaction	4409.81266533074	0.952889133335012
WT	30903b-045	164639	Rarefaction	4411.74280462141	0.953076319247772
WT	30903b-045	165420	Rarefaction	4413.66077380993	0.953261803690738
WT	30903b-045	166200	Rarefaction	4415.56184228364	0.953445137498857
WT	30903b-045	166980	Rarefaction	4417.44864207117	0.953626584798965
WT	30903b-045	167761	Rarefaction	4419.32374150532	0.953806399601064
WT	30903b-045	168541	Rarefaction	4421.18250202456	0.953984146019219
WT	30903b-045	169321	Rarefaction	4423.02750276201	0.954160079624294
WT	30903b-045	170101	Rarefaction	4424.8589027746	0.954334224194144
WT	30903b-045	170882	Rarefaction	4426.67918698942	0.954506822974745
WT	30903b-045	171662	Rarefaction	4428.48385094921	0.954677456979155
WT	30903b-045	172442	Rarefaction	4430.27539019174	0.954846370995932
WT	30903b-045	173222	Rarefaction	4432.05395747313	0.95501358726879
WT	30903b-045	174003	Rarefaction	4433.8219542089	0.955179338885323
WT	30903b-045	174783	Rarefaction	4435.57500452339	0.955343222971664
WT	30903b-045	175563	Rarefaction	4437.31552616434	0.955505474047109
WT	30903b-045	176344	Rarefaction	4439.04586706526	0.955666317930956
WT	30903b-045	177124	Rarefaction	4440.76174012393	0.955825363301179
WT	30903b-045	177904	Rarefaction	4442.46550717439	0.955982837375073
WT	30903b-045	178684	Rarefaction	4444.15730523917	0.956138760055179
WT	30903b-045	179465	Rarefaction	4445.83941561067	0.956293347933373
WT	30903b-045	180245	Rarefaction	4447.50766198075	0.956446224458858
WT	30903b-045	181025	Rarefaction	4449.16433795431	0.956597607553046
WT	30903b-045	181806	Rarefaction	4450.81167487423	0.956747707166687
WT	30903b-045	182586	Rarefaction	4452.44557878322	0.956896157374198
WT	30903b-045	183366	Rarefaction	4454.06829309978	0.957043169448889
WT	30903b-045	184146	Rarefaction	4455.67994053432	0.957188761260463
WT	30903b-045	184927	Rarefaction	4457.28268511829	0.95733313435577
WT	30903b-045	185707	Rarefaction	4458.87254553978	0.957475936370415
WT	30903b-045	186487	Rarefaction	4460.45169688259	0.957617370129332
WT	30903b-045	187267	Rarefaction	4462.0202553028	0.957757452430971
WT	30903b-045	188048	Rarefaction	4463.58032561845	0.957896376865739
WT	30903b-045	188828	Rarefaction	4465.12802588189	0.958033803990015
WT	30903b-045	189608	Rarefaction	4466.66547178738	0.958169928604858
WT	30903b-045	190389	Rarefaction	4468.19472664755	0.958304938587115
WT	30903b-045	191169	Rarefaction	4469.71197675544	0.958438503795209
WT	30903b-045	191949	Rarefaction	4471.21929552314	0.958570813282872
WT	30903b-045	192729	Rarefaction	4472.71678835506	0.958701882188383
WT	30903b-045	193510	Rarefaction	4474.20645846166	0.958831891099059
WT	30903b-045	194290	Rarefaction	4475.68459535564	0.958960521793926
WT	30903b-045	195070	Rarefaction	4477.15321006389	0.959087955997921
WT	30903b-045	195851	Rarefaction	4478.61427060351	0.959214369078122
WT	30903b-045	196631	Rarefaction	4480.0641255516	0.959339451398214
WT	30903b-045	197411	Rarefaction	4481.5047548317	0.959463379420053
WT	30903b-045	198191	Rarefaction	4482.93625008425	0.959586166811128
WT	30903b-045	198972	Rarefaction	4484.36052603013	0.95970798227647
WT	30903b-045	199752	Rarefaction	4485.77402338364	0.959828527145456
WT	30903b-045	200532	Rarefaction	4487.17866662582	0.959947971197014
WT	30903b-045	201313	Rarefaction	4488.57632444903	0.960066478364372
WT	30903b-045	202093	Rarefaction	4489.96350944944	0.96018375788197
WT	30903b-045	202873	Rarefaction	4491.34210429626	0.960299974715479
WT	30903b-045	203653	Rarefaction	4492.71219787642	0.960415141209177
WT	30903b-045	204434	Rarefaction	4494.07560555806	0.960529415219217
WT	30903b-045	205214	Rarefaction	4495.42893243432	0.960642516096387
WT	30903b-045	205994	Rarefaction	4496.77400382166	0.960754602670748
WT	30903b-045	206774	Rarefaction	4498.11090532779	0.96086568662806
WT	30903b-045	207555	Rarefaction	4499.44141324018	0.960975919950294
WT	30903b-045	208335	Rarefaction	4500.76220219544	0.961085031753678
WT	30903b-045	209115	Rarefaction	4502.07505615552	0.96119317498635
WT	30903b-045	209896	Rarefaction	4503.38172546187	0.961300497504494
WT	30903b-045	210676	Rarefaction	4504.67893503709	0.961406735334923
WT	30903b-045	211456	Rarefaction	4505.96844032017	0.961512037272771
WT	30903b-045	212236	Rarefaction	4507.25031992986	0.96161641392135
WT	30903b-045	213017	Rarefaction	4508.52626985997	0.96172000774598
WT	30903b-045	213797	Rarefaction	4509.79309642516	0.961822563812683
WT	30903b-045	214577	Rarefaction	4511.05251012721	0.961924225479095
WT	30903b-045	215358	Rarefaction	4512.30618507991	0.962025131426371
WT	30903b-045	216138	Rarefaction	4513.55097808007	0.962125033145071
WT	30903b-045	216918	Rarefaction	4514.78856638609	0.962224070154055
WT	30903b-045	217698	Rarefaction	4516.01901877614	0.962322252093118
WT	30903b-045	218479	Rarefaction	4517.24396842112	0.962419712692287
WT	30903b-045	219259	Rarefaction	4518.46034276776	0.962516211768511
WT	30903b-045	220039	Rarefaction	4519.66977886298	0.962611883872539
WT	30903b-045	220819	Rarefaction	4520.87234244042	0.962706738158586
WT	30903b-045	221600	Rarefaction	4522.06962904034	0.962800903647797
WT	30903b-045	222380	Rarefaction	4523.25863089468	0.962894148118008
WT	30903b-045	223160	Rarefaction	4524.44094827079	0.962986601416338
WT	30903b-045	223941	Rarefaction	4525.61814705184	0.963078389215141
WT	30903b-045	224721	Rarefaction	4526.78727189308	0.963169285007273
WT	30903b-045	225501	Rarefaction	4527.94989672226	0.963259415243517
WT	30903b-045	226281	Rarefaction	4529.10607849437	0.963348788253179
WT	30903b-045	227062	Rarefaction	4530.25734312188	0.9634375253554
WT	30903b-045	227842	Rarefaction	4531.40080632718	0.963525407454412
WT	30903b-045	228622	Rarefaction	4532.53799578226	0.963612556636786
WT	30903b-045	229403	Rarefaction	4533.67042025401	0.963699091116389
WT	30903b-045	230183	Rarefaction	4534.79523457878	0.963784797117749
WT	30903b-045	230963	Rarefaction	4535.91394301823	0.96386979357036
WT	30903b-045	231743	Rarefaction	4537.02660375602	0.96395408808126
WT	30903b-045	232524	Rarefaction	4538.13468377776	0.964037794887547
WT	30903b-045	233304	Rarefaction	4539.23539764777	0.964120707024467
WT	30903b-045	234084	Rarefaction	4540.33022418237	0.964202939421063
WT	30903b-045	234865	Rarefaction	4541.42060360768	0.964284603451556
WT	30903b-045	235645	Rarefaction	4542.50379444352	0.964365497088381
WT	30903b-045	236425	Rarefaction	4543.58125078436	0.964445732379415
WT	30903b-045	237205	Rarefaction	4544.65301962151	0.964525316258109
WT	30903b-045	237986	Rarefaction	4545.72051469106	0.964604356376986
WT	30903b-045	238766	Rarefaction	4546.78104877834	0.964682657113508
WT	30903b-045	239546	Rarefaction	4547.83604330629	0.964760326759279
WT	30903b-045	240326	Rarefaction	4548.88554364698	0.96483737192312
WT	30903b-045	241107	Rarefaction	4549.93093372793	0.964913896722537
WT	30903b-045	241887	Rarefaction	4550.96958148113	0.964989711628389
WT	30903b-045	242667	Rarefaction	4552.00287385576	0.965064921380256
WT	30903b-045	243448	Rarefaction	4553.03217395508	0.965139627548318
WT	30903b-045	244228	Rarefaction	4554.05489026728	0.96521364502945
WT	30903b-045	245008	Rarefaction	4555.07238446638	0.965287075977077
WT	30903b-045	245788	Rarefaction	4556.08470563718	0.965359926441986
WT	30903b-045	246569	Rarefaction	4557.09318143363	0.965432294739198
WT	30903b-045	247349	Rarefaction	4558.09527618911	0.965504001412261
WT	30903b-045	248129	Rarefaction	4559.09232112764	0.965575145353764
WT	30903b-045	248910	Rarefaction	4560.08563120598	0.965645822467847
WT	30903b-045	249690	Rarefaction	4561.07270253772	0.965715857438768
WT	30903b-045	250470	Rarefaction	4562.05485029518	0.965785346788129
WT	30903b-045	251250	Rarefaction	4563.03211781098	0.965854296020821
WT	30903b-045	252031	Rarefaction	4564.00578581416	0.965922798059189
WT	30903b-045	252811	Rarefaction	4564.97340371054	0.965990682864958
WT	30903b-045	253591	Rarefaction	4565.9362547627	0.96605804385884
WT	30903b-045	254371	Rarefaction	4566.89438572991	0.966124886370066
WT	30903b-045	255152	Rarefaction	4567.84904733228	0.96619130030932
WT	30903b-045	255932	Rarefaction	4568.79783541851	0.966257120791392
WT	30903b-045	256712	Rarefaction	4569.74201466283	0.966322438275105
WT	30903b-045	257493	Rarefaction	4570.68281902267	0.966387340633545
WT	30903b-045	258273	Rarefaction	4571.61788010695	0.966451666621227
WT	30903b-045	259053	Rarefaction	4572.54843928751	0.966515504622086
WT	30903b-045	259833	Rarefaction	4573.47453611646	0.966578859477945
WT	30903b-045	260614	Rarefaction	4574.39737924305	0.966641816323708
WT	30903b-045	261394	Rarefaction	4575.31464444004	0.966704218715313
WT	30903b-045	262174	Rarefaction	4576.22755165238	0.966766152270276
WT	30903b-045	262955	Rarefaction	4577.13729403633	0.966827700143735
WT	30903b-045	263735	Rarefaction	4578.04157648857	0.966888709311036
WT	30903b-045	264515	Rarefaction	4578.9416007321	0.966949263441767
WT	30903b-045	265295	Rarefaction	4579.8374024454	0.967009367006833
WT	30903b-045	266076	Rarefaction	4580.73015239689	0.967069100651427
WT	30903b-045	266856	Rarefaction	4581.61759568827	0.967128315814714
WT	30903b-045	267636	Rarefaction	4582.50091339205	0.967187093576186
WT	30903b-045	268417	Rarefaction	4583.38125995334	0.967245512767909
WT	30903b-045	269197	Rarefaction	4584.25641203446	0.967303428033808
WT	30903b-045	269977	Rarefaction	4585.12753589198	0.967360918624892
WT	30903b-045	270757	Rarefaction	4585.9946539347	0.967417988682778
WT	30903b-045	271538	Rarefaction	4586.85890627008	0.967474714690272
WT	30903b-045	272318	Rarefaction	4587.71810963528	0.967530955417506
WT	30903b-045	273098	Rarefaction	4588.57340057648	0.967586787778017
WT	30903b-045	273878	Rarefaction	4589.42481118392	0.967642215709132
WT	30903b-045	274659	Rarefaction	4590.27345470209	0.967697313436675
WT	30903b-045	275439	Rarefaction	4591.11718447427	0.967751943731337
WT	30903b-045	276219	Rarefaction	4591.95711906071	0.9678061812326
WT	30903b-045	277000	Rarefaction	4592.79436005871	0.967860098485551
WT	30903b-045	277780	Rarefaction	4593.62678703447	0.967913561184336
WT	30903b-045	278560	Rarefaction	4594.45550555784	0.967966642323046
WT	30903b-045	279340	Rarefaction	4595.28053953912	0.968019345525132
WT	30903b-045	280121	Rarefaction	4596.10297192794	0.968071741284237
WT	30903b-045	280901	Rarefaction	4596.92071685772	0.968123698996823
WT	30903b-045	281681	Rarefaction	4597.73486338427	0.968175289527412
WT	30903b-045	282462	Rarefaction	4598.54647077487	0.968226581826697
WT	30903b-045	283242	Rarefaction	4599.35348712899	0.968277447985831
WT	30903b-045	284022	Rarefaction	4600.15698243894	0.968327957351562
WT	30903b-045	284802	Rarefaction	4600.95697813095	0.968378113310876
WT	30903b-045	285583	Rarefaction	4601.7545237924	0.968427982840985
WT	30903b-045	286363	Rarefaction	4602.54759828719	0.968477441542857
WT	30903b-045	287143	Rarefaction	4603.3372493346	0.968526556774748
WT	30903b-045	287923	Rarefaction	4604.12350437425	0.968575331752665
WT	30903b-045	288704	Rarefaction	4604.9073880399	0.968623831605323
WT	30903b-045	289484	Rarefaction	4605.68691797476	0.968671935272475
WT	30903b-045	290264	Rarefaction	4606.4631231299	0.96871970822887
WT	30903b-045	291045	Rarefaction	4607.23701521277	0.968767214179845
WT	30903b-045	291825	Rarefaction	4608.00663618315	0.968814334549992
WT	30903b-045	292605	Rarefaction	4608.77300640177	0.968861133401995
WT	30903b-045	293385	Rarefaction	4609.53614134261	0.968907613744148
WT	30903b-045	294166	Rarefaction	4610.29704236829	0.968953837530649
WT	30903b-045	294946	Rarefaction	4611.05378200224	0.968999689330823
WT	30903b-045	295726	Rarefaction	4611.80735698103	0.96904523144223
WT	30903b-045	296507	Rarefaction	4612.55875139456	0.969090524536738
WT	30903b-045	297287	Rarefaction	4613.30606191272	0.969135455482643
WT	30903b-045	298067	Rarefaction	4614.05027580193	0.969180085278173
WT	30903b-045	298847	Rarefaction	4614.79140909623	0.969224416718866
WT	30903b-045	299628	Rarefaction	4615.53043703004	0.9692685088013
WT	30903b-045	300408	Rarefaction	4616.26548191855	0.969312251382386
WT	30903b-045	301188	Rarefaction	4616.99751252926	0.969355703784363
WT	30903b-045	301969	Rarefaction	4617.72748538311	0.969398923839144
WT	30903b-045	302749	Rarefaction	4618.45355016564	0.969441803509576
WT	30903b-045	303529	Rarefaction	4619.1766628654	0.969484400945723
WT	30903b-045	304309	Rarefaction	4619.89684326164	0.969526718711102
WT	30903b-045	305090	Rarefaction	4620.61503258206	0.969568813127591
WT	30903b-045	305870	Rarefaction	4621.32940787249	0.969610578899547
WT	30903b-045	306650	Rarefaction	4622.04091050206	0.969652072610983
WT	30903b-045	307430	Rarefaction	4622.74956179627	0.969693296777321
WT	30903b-045	308211	Rarefaction	4623.45628293097	0.969734306163145
WT	30903b-045	308991	Rarefaction	4624.15928208358	0.969774998205593
WT	30903b-045	309771	Rarefaction	4624.85948763534	0.969815427966732
WT	30903b-045	310552	Rarefaction	4625.55780811569	0.969855649189397
