Genotype	Sample	TCRa_reads	Observation_type	Shannon_diversity	Coverage
CtslDeltaTEC	30903b-048	50645	Rarefaction	1528.77619528521	0.899325110872439
CtslDeltaTEC	30903b-048	51436	Rarefaction	1532.27331892565	0.900383432743544
CtslDeltaTEC	30903b-048	52228	Rarefaction	1535.70144813532	0.901421450653597
CtslDeltaTEC	30903b-048	53019	Rarefaction	1539.05436103894	0.902437213861234
CtslDeltaTEC	30903b-048	53810	Rarefaction	1542.33875348263	0.903432686826327
CtslDeltaTEC	30903b-048	54602	Rarefaction	1545.56087030541	0.904409703556107
CtslDeltaTEC	30903b-048	55393	Rarefaction	1548.7146938201	0.905366383931266
CtslDeltaTEC	30903b-048	56184	Rarefaction	1551.80635906436	0.906304535693927
CtslDeltaTEC	30903b-048	56975	Rarefaction	1554.8378025699	0.907224697311741
CtslDeltaTEC	30903b-048	57767	Rarefaction	1557.81459958324	0.908128515596606
CtslDeltaTEC	30903b-048	58558	Rarefaction	1560.73100999246	0.909014204411526
CtslDeltaTEC	30903b-048	59349	Rarefaction	1563.59252970352	0.909883391607965
CtslDeltaTEC	30903b-048	60141	Rarefaction	1566.40430607588	0.910737603065703
CtslDeltaTEC	30903b-048	60932	Rarefaction	1569.16080389386	0.911575121492825
CtslDeltaTEC	30903b-048	61723	Rarefaction	1571.86710699249	0.912397458182446
CtslDeltaTEC	30903b-048	62515	Rarefaction	1574.52798626913	0.913206031569954
CtslDeltaTEC	30903b-048	63306	Rarefaction	1577.13810720373	0.913999191489174
CtslDeltaTEC	30903b-048	64097	Rarefaction	1579.70218944506	0.914778345269869
CtslDeltaTEC	30903b-048	64889	Rarefaction	1582.22467006928	0.915544815300976
CtslDeltaTEC	30903b-048	65680	Rarefaction	1584.70040944656	0.916297016646083
CtslDeltaTEC	30903b-048	66471	Rarefaction	1587.13380426692	0.917036263287685
CtslDeltaTEC	30903b-048	67263	Rarefaction	1589.52899268875	0.917763791783509
CtslDeltaTEC	30903b-048	68054	Rarefaction	1591.88102497276	0.918478079630462
CtslDeltaTEC	30903b-048	68845	Rarefaction	1594.19400807452	0.919180357018691
CtslDeltaTEC	30903b-048	69637	Rarefaction	1596.47181379506	0.919871782958766
CtslDeltaTEC	30903b-048	70428	Rarefaction	1598.70967375845	0.92055089505098
CtslDeltaTEC	30903b-048	71219	Rarefaction	1600.91143569868	0.921218847684569
CtslDeltaTEC	30903b-048	72011	Rarefaction	1603.08073189998	0.921876729595598
CtslDeltaTEC	30903b-048	72802	Rarefaction	1605.21296730653	0.92252313602557
CtslDeltaTEC	30903b-048	73593	Rarefaction	1607.31175627013	0.923159152481392
CtslDeltaTEC	30903b-048	74385	Rarefaction	1609.38051486107	0.923785803858598
CtslDeltaTEC	30903b-048	75176	Rarefaction	1611.41481471176	0.924401740467736
CtslDeltaTEC	30903b-048	75967	Rarefaction	1613.41805824391	0.925007985083917
CtslDeltaTEC	30903b-048	76758	Rarefaction	1615.39098925577	0.925604755808118
CtslDeltaTEC	30903b-048	77550	Rarefaction	1617.33676601091	0.926193001159428
CtslDeltaTEC	30903b-048	78341	Rarefaction	1619.25117189307	0.926771440888845
CtslDeltaTEC	30903b-048	79132	Rarefaction	1621.13735576754	0.92734102234311
CtslDeltaTEC	30903b-048	79924	Rarefaction	1622.99830295749	0.927902642239069
CtslDeltaTEC	30903b-048	80715	Rarefaction	1624.8299470209	0.928455069629163
CtslDeltaTEC	30903b-048	81506	Rarefaction	1626.63526680753	0.928999200825142
CtslDeltaTEC	30903b-048	82298	Rarefaction	1628.41708876486	0.929535884734134
CtslDeltaTEC	30903b-048	83089	Rarefaction	1630.17148976645	0.930063937689952
CtslDeltaTEC	30903b-048	83880	Rarefaction	1631.90129227565	0.930584208737065
CtslDeltaTEC	30903b-048	84672	Rarefaction	1633.60917917057	0.931097502974472
CtslDeltaTEC	30903b-048	85463	Rarefaction	1635.2913617387	0.931602681546162
CtslDeltaTEC	30903b-048	86254	Rarefaction	1636.95052074662	0.932100550070139
CtslDeltaTEC	30903b-048	87046	Rarefaction	1638.58920502033	0.932591872990355
CtslDeltaTEC	30903b-048	87837	Rarefaction	1640.20375633802	0.933075554232418
CtslDeltaTEC	30903b-048	88628	Rarefaction	1641.79672271416	0.933552359269268
CtslDeltaTEC	30903b-048	89420	Rarefaction	1643.37053222833	0.93402301484351
CtslDeltaTEC	30903b-048	90211	Rarefaction	1644.92164799146	0.934486465726552
CtslDeltaTEC	30903b-048	91002	Rarefaction	1646.45249825348	0.934943439966596
CtslDeltaTEC	30903b-048	91794	Rarefaction	1647.96539609448	0.935394629420303
CtslDeltaTEC	30903b-048	92585	Rarefaction	1649.45692449103	0.935839017720953
CtslDeltaTEC	30903b-048	93376	Rarefaction	1650.92939805953	0.936277298264724
CtslDeltaTEC	30903b-048	94167	Rarefaction	1652.38319864243	0.936709587606516
CtslDeltaTEC	30903b-048	94959	Rarefaction	1653.82049954129	0.937136534777683
CtslDeltaTEC	30903b-048	95750	Rarefaction	1655.23803402425	0.937557172496341
CtslDeltaTEC	30903b-048	96541	Rarefaction	1656.63797918647	0.937972151436881
CtslDeltaTEC	30903b-048	97333	Rarefaction	1658.02241436382	0.938382091011552
CtslDeltaTEC	30903b-048	98124	Rarefaction	1659.3881758686	0.938786058800992
CtslDeltaTEC	30903b-048	98915	Rarefaction	1660.73734829421	0.939184675946472
CtslDeltaTEC	30903b-048	99707	Rarefaction	1662.07192158123	0.939578534138835
CtslDeltaTEC	30903b-048	100498	Rarefaction	1663.38883331054	0.93996673422131
CtslDeltaTEC	30903b-048	101289	Rarefaction	1664.69007899414	0.940349869755863
CtslDeltaTEC	30903b-048	102081	Rarefaction	1665.97756588227	0.940728506453305
CtslDeltaTEC	30903b-048	102872	Rarefaction	1667.24832899329	0.941101776870298
CtslDeltaTEC	30903b-048	103663	Rarefaction	1668.50428097379	0.941470248739196
CtslDeltaTEC	30903b-048	104455	Rarefaction	1669.74725204073	0.94183446345996
CtslDeltaTEC	30903b-048	105246	Rarefaction	1670.97436727914	0.942193583852177
CtslDeltaTEC	30903b-048	106037	Rarefaction	1672.18746393443	0.942548153402067
CtslDeltaTEC	30903b-048	106829	Rarefaction	1673.38830019598	0.942898690602137
CtslDeltaTEC	30903b-048	107620	Rarefaction	1674.57408843163	0.943244387319417
CtslDeltaTEC	30903b-048	108411	Rarefaction	1675.74659343747	0.943585764106226
CtslDeltaTEC	30903b-048	109203	Rarefaction	1676.90750564366	0.943923318052106
CtslDeltaTEC	30903b-048	109994	Rarefaction	1678.05412204611	0.944256268665669
CtslDeltaTEC	30903b-048	110785	Rarefaction	1679.18813852968	0.94458511503465
CtslDeltaTEC	30903b-048	111577	Rarefaction	1680.3111831938	0.944910333958012
CtslDeltaTEC	30903b-048	112368	Rarefaction	1681.42063134318	0.945231171443024
CtslDeltaTEC	30903b-048	113159	Rarefaction	1682.51811744859	0.945548106353313
CtslDeltaTEC	30903b-048	113950	Rarefaction	1683.60384343251	0.945861202957045
CtslDeltaTEC	30903b-048	114742	Rarefaction	1684.67935714598	0.946170912796258
CtslDeltaTEC	30903b-048	115533	Rarefaction	1685.74213616334	0.94647651542302
CtslDeltaTEC	30903b-048	116324	Rarefaction	1686.79373591684	0.946778464449682
CtslDeltaTEC	30903b-048	117116	Rarefaction	1687.83564870813	0.947077193723012
CtslDeltaTEC	30903b-048	117907	Rarefaction	1688.86542440358	0.947372006654025
CtslDeltaTEC	30903b-048	118698	Rarefaction	1689.88456195462	0.947663339159941
CtslDeltaTEC	30903b-048	119490	Rarefaction	1690.89450257023	0.947951608389112
CtslDeltaTEC	30903b-048	120281	Rarefaction	1691.89286576948	0.948236140573255
CtslDeltaTEC	30903b-048	121072	Rarefaction	1692.88109700535	0.948517354879455
CtslDeltaTEC	30903b-048	121864	Rarefaction	1693.86058910657	0.948795652596726
CtslDeltaTEC	30903b-048	122655	Rarefaction	1694.82902794025	0.949070381878847
CtslDeltaTEC	30903b-048	123446	Rarefaction	1695.78780941201	0.949341946028426
CtslDeltaTEC	30903b-048	124238	Rarefaction	1696.73827904343	0.949610731306495
CtslDeltaTEC	30903b-048	125029	Rarefaction	1697.67818708445	0.949876106876173
CtslDeltaTEC	30903b-048	125820	Rarefaction	1698.60888241642	0.950138460972022
CtslDeltaTEC	30903b-048	126612	Rarefaction	1699.53166792794	0.950398165607616
CtslDeltaTEC	30903b-048	127403	Rarefaction	1700.44435229777	0.950654610091685
CtslDeltaTEC	30903b-048	128194	Rarefaction	1701.34824246129	0.950908168352582
CtslDeltaTEC	30903b-048	128986	Rarefaction	1702.24459700656	0.951159198901439
CtslDeltaTEC	30903b-048	129777	Rarefaction	1703.13128527314	0.951407110340863
CtslDeltaTEC	30903b-048	130568	Rarefaction	1704.00957092309	0.951652263040418
CtslDeltaTEC	30903b-048	131360	Rarefaction	1704.88067471182	0.951895002655216
CtslDeltaTEC	30903b-048	132151	Rarefaction	1705.74251924306	0.952134756297423
CtslDeltaTEC	30903b-048	132942	Rarefaction	1706.59633092776	0.952371871458789
CtslDeltaTEC	30903b-048	133733	Rarefaction	1707.44222669568	0.952606386711026
CtslDeltaTEC	30903b-048	134525	Rarefaction	1708.2813781226	0.95283863151088
CtslDeltaTEC	30903b-048	135316	Rarefaction	1709.11177899899	0.95306805651071
CtslDeltaTEC	30903b-048	136107	Rarefaction	1709.93460406478	0.953294993010586
CtslDeltaTEC	30903b-048	136899	Rarefaction	1710.75098923058	0.953519758998604
CtslDeltaTEC	30903b-048	137690	Rarefaction	1711.55898096642	0.953741821988283
CtslDeltaTEC	30903b-048	138481	Rarefaction	1712.35971751441	0.953961501768096
CtslDeltaTEC	30903b-048	139273	Rarefaction	1713.15430121009	0.954179105431658
CtslDeltaTEC	30903b-048	140064	Rarefaction	1713.94082682326	0.954394116682912
CtslDeltaTEC	30903b-048	140855	Rarefaction	1714.72040075492	0.954606844347543
CtslDeltaTEC	30903b-048	141647	Rarefaction	1715.49409260023	0.954817585088871
CtslDeltaTEC	30903b-048	142438	Rarefaction	1716.2600438646	0.955025838192456
CtslDeltaTEC	30903b-048	143229	Rarefaction	1717.01932921632	0.95523190200434
CtslDeltaTEC	30903b-048	144021	Rarefaction	1717.77298788836	0.955436063273238
CtslDeltaTEC	30903b-048	144812	Rarefaction	1718.51920618356	0.955637836249048
CtslDeltaTEC	30903b-048	145603	Rarefaction	1719.25902937605	0.95583750930185
CtslDeltaTEC	30903b-048	146395	Rarefaction	1719.99346633411	0.956035359666966
CtslDeltaTEC	30903b-048	147186	Rarefaction	1720.72074807308	0.956230916003201
CtslDeltaTEC	30903b-048	147977	Rarefaction	1721.44188877318	0.956424457145854
CtslDeltaTEC	30903b-048	148769	Rarefaction	1722.15787204692	0.956616251269995
CtslDeltaTEC	30903b-048	149560	Rarefaction	1722.86696884943	0.956805840863909
CtslDeltaTEC	30903b-048	150351	Rarefaction	1723.5701671615	0.956993495663341
CtslDeltaTEC	30903b-048	151142	Rarefaction	1724.2675453914	0.957179241537746
CtslDeltaTEC	30903b-048	151934	Rarefaction	1724.96004832197	0.957363335177754
CtslDeltaTEC	30903b-048	152725	Rarefaction	1725.64600486742	0.957545336740711
CtslDeltaTEC	30903b-048	153516	Rarefaction	1726.32636460024	0.957725504431118
CtslDeltaTEC	30903b-048	154308	Rarefaction	1727.00205034597	0.957904086758671
CtslDeltaTEC	30903b-048	155099	Rarefaction	1727.67142717884	0.958080656536169
CtslDeltaTEC	30903b-048	155890	Rarefaction	1728.33542176311	0.958255463755557
CtslDeltaTEC	30903b-048	156682	Rarefaction	1728.99493161756	0.958428749104632
CtslDeltaTEC	30903b-048	157473	Rarefaction	1729.64835829202	0.95860009761249
CtslDeltaTEC	30903b-048	158264	Rarefaction	1730.29660550635	0.958769751380605
CtslDeltaTEC	30903b-048	159056	Rarefaction	1730.94054713914	0.958937943595071
CtslDeltaTEC	30903b-048	159847	Rarefaction	1731.57862250532	0.959104271045024
CtslDeltaTEC	30903b-048	160638	Rarefaction	1732.21170964089	0.959268968300794
CtslDeltaTEC	30903b-048	161430	Rarefaction	1732.84066191435	0.959432261357774
CtslDeltaTEC	30903b-048	162221	Rarefaction	1733.46395128709	0.959593758337019
CtslDeltaTEC	30903b-048	163012	Rarefaction	1734.08243663678	0.959753686582988
CtslDeltaTEC	30903b-048	163804	Rarefaction	1734.69694894409	0.959912265168694
CtslDeltaTEC	30903b-048	164595	Rarefaction	1735.30599464562	0.960069113174917
CtslDeltaTEC	30903b-048	165386	Rarefaction	1735.91040735707	0.960224450998276
CtslDeltaTEC	30903b-048	166178	Rarefaction	1736.5110014454	0.960378491095924
CtslDeltaTEC	30903b-048	166969	Rarefaction	1737.10631503864	0.960530863086384
CtslDeltaTEC	30903b-048	167760	Rarefaction	1737.69716151821	0.96068178070799
CtslDeltaTEC	30903b-048	168552	Rarefaction	1738.28433517334	0.960831450046164
CtslDeltaTEC	30903b-048	169343	Rarefaction	1738.86640465005	0.960979510922446
CtslDeltaTEC	30903b-048	170134	Rarefaction	1739.44416542489	0.961126170665375
CtslDeltaTEC	30903b-048	170925	Rarefaction	1740.01766821189	0.961271446475333
CtslDeltaTEC	30903b-048	171717	Rarefaction	1740.58768163162	0.961415536346009
CtslDeltaTEC	30903b-048	172508	Rarefaction	1741.15281422646	0.961558093107559
CtslDeltaTEC	30903b-048	173299	Rarefaction	1741.71383757902	0.961699315967236
CtslDeltaTEC	30903b-048	174091	Rarefaction	1742.27149978195	0.961839397113892
CtslDeltaTEC	30903b-048	174882	Rarefaction	1742.82443978978	0.961977998760311
CtslDeltaTEC	30903b-048	175673	Rarefaction	1743.37341214137	0.962115314278922
CtslDeltaTEC	30903b-048	176465	Rarefaction	1743.91914667629	0.96225153030409
CtslDeltaTEC	30903b-048	177256	Rarefaction	1744.4603111911	0.96238631807529
CtslDeltaTEC	30903b-048	178047	Rarefaction	1744.9976419143	0.962519865378828
CtslDeltaTEC	30903b-048	178839	Rarefaction	1745.53185244544	0.962652353480971
CtslDeltaTEC	30903b-048	179630	Rarefaction	1746.06163889852	0.962783462364443
CtslDeltaTEC	30903b-048	180421	Rarefaction	1746.58771875344	0.962913374411863
CtslDeltaTEC	30903b-048	181213	Rarefaction	1747.11079195376	0.963042265747847
CtslDeltaTEC	30903b-048	182004	Rarefaction	1747.62957874302	0.963169824801578
CtslDeltaTEC	30903b-048	182795	Rarefaction	1748.1447818271	0.963296228765469
CtslDeltaTEC	30903b-048	183587	Rarefaction	1748.65708542925	0.96342164878491
CtslDeltaTEC	30903b-048	184378	Rarefaction	1749.1652356483	0.96354578146337
CtslDeltaTEC	30903b-048	185169	Rarefaction	1749.66991855887	0.963668798996401
CtslDeltaTEC	30903b-048	185961	Rarefaction	1750.1718041541	0.963790867742194
CtslDeltaTEC	30903b-048	186752	Rarefaction	1750.66966317643	0.963911692200864
CtslDeltaTEC	30903b-048	187543	Rarefaction	1751.16416747557	0.964031439756255
CtslDeltaTEC	30903b-048	188334	Rarefaction	1751.65535337188	0.964150122777107
CtslDeltaTEC	30903b-048	189126	Rarefaction	1752.1438717285	0.964267901521557
CtslDeltaTEC	30903b-048	189917	Rarefaction	1752.62852475108	0.964384490604088
CtslDeltaTEC	30903b-048	190708	Rarefaction	1753.10996419861	0.964500051268115
CtslDeltaTEC	30903b-048	191500	Rarefaction	1753.5888279352	0.964614739361192
CtslDeltaTEC	30903b-048	192291	Rarefaction	1754.06393922637	0.964728276818614
CtslDeltaTEC	30903b-048	193082	Rarefaction	1754.5359405886	0.964840820440014
CtslDeltaTEC	30903b-048	193874	Rarefaction	1755.00545326952	0.964952521862403
CtslDeltaTEC	30903b-048	194665	Rarefaction	1755.4713248036	0.96506311008546
CtslDeltaTEC	30903b-048	195456	Rarefaction	1755.93418105818	0.965172737644931
CtslDeltaTEC	30903b-048	196248	Rarefaction	1756.39463477993	0.965281552098491
CtslDeltaTEC	30903b-048	197039	Rarefaction	1756.85155204871	0.965389289263782
CtslDeltaTEC	30903b-048	197830	Rarefaction	1757.30554765918	0.965496097591865
CtslDeltaTEC	30903b-048	198622	Rarefaction	1757.75721893287	0.965602120672248
CtslDeltaTEC	30903b-048	199413	Rarefaction	1758.2054572953	0.965707100967923
CtslDeltaTEC	30903b-048	200204	Rarefaction	1758.65086140094	0.965811182947721
CtslDeltaTEC	30903b-048	200996	Rarefaction	1759.09402011263	0.965914506411515
CtslDeltaTEC	30903b-048	201787	Rarefaction	1759.53384168247	0.96601682020988
CtslDeltaTEC	30903b-048	202578	Rarefaction	1759.97091603974	0.966118265002008
CtslDeltaTEC	30903b-048	203370	Rarefaction	1760.40581764569	0.966218976892752
CtslDeltaTEC	30903b-048	204161	Rarefaction	1760.83747563988	0.966318710960456
CtslDeltaTEC	30903b-048	204952	Rarefaction	1761.26646876844	0.966417604146609
CtslDeltaTEC	30903b-048	205744	Rarefaction	1761.69335902804	0.966515789038156
CtslDeltaTEC	30903b-048	206535	Rarefaction	1762.11709588839	0.966613026692879
CtslDeltaTEC	30903b-048	207326	Rarefaction	1762.53824661141	0.966709450513939
CtslDeltaTEC	30903b-048	208117	Rarefaction	1762.95683386194	0.966805069231109
CtslDeltaTEC	30903b-048	208909	Rarefaction	1763.37341130673	0.966900010917121
CtslDeltaTEC	30903b-048	209700	Rarefaction	1763.78694787175	0.96699404434054
CtslDeltaTEC	30903b-048	210491	Rarefaction	1764.19799871663	0.967087298308118
CtslDeltaTEC	30903b-048	211283	Rarefaction	1764.60710117172	0.967179897588851
CtslDeltaTEC	30903b-048	212074	Rarefaction	1765.01324647484	0.967271616551517
CtslDeltaTEC	30903b-048	212865	Rarefaction	1765.41697644995	0.967362580701566
CtslDeltaTEC	30903b-048	213657	Rarefaction	1765.8188202052	0.967452911632584
CtslDeltaTEC	30903b-048	214448	Rarefaction	1766.21778589279	0.967542389139574
CtslDeltaTEC	30903b-048	215239	Rarefaction	1766.61440410738	0.967631135542385
CtslDeltaTEC	30903b-048	216031	Rarefaction	1767.00919569078	0.967719269339737
CtslDeltaTEC	30903b-048	216822	Rarefaction	1767.40118559787	0.967806575599631
CtslDeltaTEC	30903b-048	217613	Rarefaction	1767.79089495355	0.967893173558483
CtslDeltaTEC	30903b-048	218405	Rarefaction	1768.17883405555	0.967979178760244
CtslDeltaTEC	30903b-048	219196	Rarefaction	1768.56404326982	0.968064381348852
CtslDeltaTEC	30903b-048	219987	Rarefaction	1768.9470363941	0.968148897563576
CtslDeltaTEC	30903b-048	220779	Rarefaction	1769.32831403842	0.968232840103648
CtslDeltaTEC	30903b-048	221570	Rarefaction	1769.70693250302	0.968316004034439
CtslDeltaTEC	30903b-048	222361	Rarefaction	1770.08339579619	0.968398502707308
CtslDeltaTEC	30903b-048	223153	Rarefaction	1770.45819610847	0.968480446057525
CtslDeltaTEC	30903b-048	223944	Rarefaction	1770.83040525714	0.968561633934821
CtslDeltaTEC	30903b-048	224735	Rarefaction	1771.2005182367	0.968642176912089
CtslDeltaTEC	30903b-048	225526	Rarefaction	1771.56855389095	0.968722081579039
CtslDeltaTEC	30903b-048	226318	Rarefaction	1771.93499395034	0.968801454320707
CtslDeltaTEC	30903b-048	227109	Rarefaction	1772.29892936224	0.968880101116812
CtslDeltaTEC	30903b-048	227900	Rarefaction	1772.66084354011	0.968958128978671
CtslDeltaTEC	30903b-048	228692	Rarefaction	1773.02120959859	0.969035641666469
CtslDeltaTEC	30903b-048	229483	Rarefaction	1773.37913423917	0.969112449673067
CtslDeltaTEC	30903b-048	230274	Rarefaction	1773.73509201005	0.969188657376604
CtslDeltaTEC	30903b-048	231066	Rarefaction	1774.08954652688	0.969264366068678
CtslDeltaTEC	30903b-048	231857	Rarefaction	1774.44162055835	0.969339390560322
CtslDeltaTEC	30903b-048	232648	Rarefaction	1774.79178002558	0.969413832726065
CtslDeltaTEC	30903b-048	233440	Rarefaction	1775.14047996951	0.969487791444858
CtslDeltaTEC	30903b-048	234231	Rarefaction	1775.4868579173	0.969561085725241
CtslDeltaTEC	30903b-048	235022	Rarefaction	1775.83137221786	0.9696338150117
CtslDeltaTEC	30903b-048	235814	Rarefaction	1776.17446916875	0.969706075835033
CtslDeltaTEC	30903b-048	236605	Rarefaction	1776.51530122542	0.969777691297403
CtslDeltaTEC	30903b-048	237396	Rarefaction	1776.85431617506	0.969848758491199
CtslDeltaTEC	30903b-048	238188	Rarefaction	1777.1919570686	0.969919371658549
CtslDeltaTEC	30903b-048	238979	Rarefaction	1777.5273853179	0.96998935787095
CtslDeltaTEC	30903b-048	239770	Rarefaction	1777.86104472733	0.970058811938669
CtslDeltaTEC	30903b-048	240562	Rarefaction	1778.19336908578	0.970127825918143
CtslDeltaTEC	30903b-048	241353	Rarefaction	1778.52353320568	0.970196230712568
CtslDeltaTEC	30903b-048	242144	Rarefaction	1778.85197423578	0.970264118935172
CtslDeltaTEC	30903b-048	242936	Rarefaction	1779.17911714175	0.970331580483034
CtslDeltaTEC	30903b-048	243727	Rarefaction	1779.50415163374	0.970398450031728
CtslDeltaTEC	30903b-048	244518	Rarefaction	1779.82750645264	0.970464818012205
CtslDeltaTEC	30903b-048	245309	Rarefaction	1780.14919500368	0.970530689319938
CtslDeltaTEC	30903b-048	246101	Rarefaction	1780.46963500753	0.970596151122167
CtslDeltaTEC	30903b-048	246892	Rarefaction	1780.78803100956	0.970661042919774
CtslDeltaTEC	30903b-048	247683	Rarefaction	1781.10480352057	0.970725452362281
CtslDeltaTEC	30903b-048	248475	Rarefaction	1781.42036190138	0.970789464650232
CtslDeltaTEC	30903b-048	249266	Rarefaction	1781.73392390152	0.970852922766326
CtslDeltaTEC	30903b-048	250057	Rarefaction	1782.04590163191	0.970915912386082
CtslDeltaTEC	30903b-048	250849	Rarefaction	1782.35669929858	0.97097851676749
CtslDeltaTEC	30903b-048	251640	Rarefaction	1782.66554620456	0.971040582284138
CtslDeltaTEC	30903b-048	252431	Rarefaction	1782.97284792089	0.971102192671313
CtslDeltaTEC	30903b-048	253223	Rarefaction	1783.27900258401	0.971163429333348
CtslDeltaTEC	30903b-048	254014	Rarefaction	1783.58324927054	0.97122414193186
CtslDeltaTEC	30903b-048	254805	Rarefaction	1783.88598918513	0.971284412334206
CtslDeltaTEC	30903b-048	255597	Rarefaction	1784.1876141614	0.971344320114834
CtslDeltaTEC	30903b-048	256388	Rarefaction	1784.48737336364	0.971403718155038
CtslDeltaTEC	30903b-048	257179	Rarefaction	1784.78566120496	0.971462686473647
CtslDeltaTEC	30903b-048	257971	Rarefaction	1785.08286547248	0.97152130289589
CtslDeltaTEC	30903b-048	258762	Rarefaction	1785.37824437874	0.971579423422167
CtslDeltaTEC	30903b-048	259553	Rarefaction	1785.67218790125	0.971637126320832
CtslDeltaTEC	30903b-048	260345	Rarefaction	1785.96507636991	0.971694487675652
CtslDeltaTEC	30903b-048	261136	Rarefaction	1786.25618088333	0.971751366529594
CtslDeltaTEC	30903b-048	261927	Rarefaction	1786.5458827065	0.971807839423961
CtslDeltaTEC	30903b-048	262719	Rarefaction	1786.83455827479	0.971863980798804
CtslDeltaTEC	30903b-048	263510	Rarefaction	1787.12148804861	0.971919652629625
CtslDeltaTEC	30903b-048	264301	Rarefaction	1787.40704957409	0.971974929802197
CtslDeltaTEC	30903b-048	265092	Rarefaction	1787.6912521756	0.972029815966592
CtslDeltaTEC	30903b-048	265884	Rarefaction	1787.97446524856	0.972084383436209
CtslDeltaTEC	30903b-048	266675	Rarefaction	1788.25598248981	0.972138498010875
CtslDeltaTEC	30903b-048	267466	Rarefaction	1788.53617211028	0.972192232398644
CtslDeltaTEC	30903b-048	268258	Rarefaction	1788.81539889085	0.972245657317209
CtslDeltaTEC	30903b-048	269049	Rarefaction	1789.09296505681	0.972298641374623
CtslDeltaTEC	30903b-048	269840	Rarefaction	1789.36923562044	0.972351255684623
CtslDeltaTEC	30903b-048	270632	Rarefaction	1789.64456687157	0.972403569490255
CtslDeltaTEC	30903b-048	271423	Rarefaction	1789.91827404121	0.972455454042778
CtslDeltaTEC	30903b-048	272214	Rarefaction	1790.19071465413	0.972506978979209
CtslDeltaTEC	30903b-048	273006	Rarefaction	1790.46224039629	0.972558212035715
CtslDeltaTEC	30903b-048	273797	Rarefaction	1790.73217606807	0.972609027134132
CtslDeltaTEC	30903b-048	274588	Rarefaction	1791.00087459747	0.972659492398486
CtslDeltaTEC	30903b-048	275380	Rarefaction	1791.26868080268	0.972709674146607
CtslDeltaTEC	30903b-048	276171	Rarefaction	1791.53493022454	0.972759448850044
CtslDeltaTEC	30903b-048	276962	Rarefaction	1791.79996953894	0.972808883194766
CtslDeltaTEC	30903b-048	277754	Rarefaction	1792.06414098202	0.972858042134349
CtslDeltaTEC	30903b-048	278545	Rarefaction	1792.32678665343	0.972906804597255
CtslDeltaTEC	30903b-048	279336	Rarefaction	1792.58824954936	0.972955235872471
CtslDeltaTEC	30903b-048	280128	Rarefaction	1792.84886677882	0.97300339958548
CtslDeltaTEC	30903b-048	280919	Rarefaction	1793.10798902916	0.973051177061106
CtslDeltaTEC	30903b-048	281710	Rarefaction	1793.36595470029	0.973098632242237
CtslDeltaTEC	30903b-048	282501	Rarefaction	1793.62277257447	0.973145768045837
CtslDeltaTEC	30903b-048	283293	Rarefaction	1793.87877286751	0.973192646329044
CtslDeltaTEC	30903b-048	284084	Rarefaction	1794.13331848488	0.973239151540944
CtslDeltaTEC	30903b-048	284875	Rarefaction	1794.38674110598	0.973285345891181
CtslDeltaTEC	30903b-048	285667	Rarefaction	1794.63936723403	0.973331289986516
CtslDeltaTEC	30903b-048	286458	Rarefaction	1794.8905678779	0.973376870543394
CtslDeltaTEC	30903b-048	287249	Rarefaction	1795.14066887294	0.973422148491289
CtslDeltaTEC	30903b-048	288041	Rarefaction	1795.3899941083	0.973467183218475
CtslDeltaTEC	30903b-048	288832	Rarefaction	1795.63792124749	0.973511863636157
CtslDeltaTEC	30903b-048	289623	Rarefaction	1795.8847737018	0.973556249458343
CtslDeltaTEC	30903b-048	290415	Rarefaction	1796.13086899595	0.97360039884824
CtslDeltaTEC	30903b-048	291206	Rarefaction	1796.37559299533	0.973644202907239
CtslDeltaTEC	30903b-048	291997	Rarefaction	1796.6192656305	0.973687720119243
CtslDeltaTEC	30903b-048	292789	Rarefaction	1796.86219979671	0.973731007496657
CtslDeltaTEC	30903b-048	293580	Rarefaction	1797.10378961307	0.973773958231731
CtslDeltaTEC	30903b-048	294371	Rarefaction	1797.34435046976	0.973816629642694
CtslDeltaTEC	30903b-048	295163	Rarefaction	1797.58419091475	0.973859077595139
CtslDeltaTEC	30903b-048	295954	Rarefaction	1797.822713221	0.973901197342368
CtslDeltaTEC	30903b-048	296745	Rarefaction	1798.0602267637	0.973943045057902
CtslDeltaTEC	30903b-048	297537	Rarefaction	1798.29703904812	0.973984675510643
CtslDeltaTEC	30903b-048	298328	Rarefaction	1798.53255788474	0.974025985932176
CtslDeltaTEC	30903b-048	299119	Rarefaction	1798.76708868026	0.974067031376798
CtslDeltaTEC	30903b-048	299911	Rarefaction	1799.00093586208	0.974107865565434
CtslDeltaTEC	30903b-048	300702	Rarefaction	1799.23351342385	0.974148387672248
CtslDeltaTEC	30903b-048	301493	Rarefaction	1799.46512377581	0.974188651652127
CtslDeltaTEC	30903b-048	302284	Rarefaction	1799.69577516823	0.97422865977718
CtslDeltaTEC	30903b-048	303076	Rarefaction	1799.9257634565	0.974268464341417
CtslDeltaTEC	30903b-048	303867	Rarefaction	1800.15451397638	0.974307967022271
CtslDeltaTEC	30903b-048	304658	Rarefaction	1800.38232506364	0.974347220432027
CtslDeltaTEC	30903b-048	305450	Rarefaction	1800.6094877942	0.974386275861012
CtslDeltaTEC	30903b-048	306241	Rarefaction	1800.83543714457	0.974425036813809
